Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Total Funding (M USD),Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Market Group,Total Debt (USD),Total Equity (USD),Total Funding (USD) (M),Total Debt (USD) (M),Total Equity (USD) (M)
Juntos Finanzas, Software ,2852397.0,operating,USA,Mountain View,1.0,2010-01-01,2010-Q1,2014-07-21,2014-07-21,0.0,2852397.0,0.0,0.0,2.85,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,2.85,0.0,0.0
JustOne Database Inc., Big Data ,2350000.0,operating,USA,San Francisco,3.0,2009-09-01,2009-Q3,2011-01-28,2013-06-01,2200000.0,0.0,150000.0,0.0,2.35,15,855,2748.5380116959063,0.1875,Software & IT,0.0,0.0,2.35,0.0,0.0
JustRight Surgical, Hardware ,21256123.0,operating,USA,Boulder,4.0,2010-01-01,2010-Q1,2011-02-15,2014-05-16,0.0,17256123.0,0.0,0.0,21.26,14,1186,17922.532040472175,0.26666666666666666,Hardware & Electronics,4000000.0,0.0,21.26,4.0,0.0
Juventas Therapeutics, Biotechnology ,27500000.0,operating,USA,Cleveland,3.0,2007-01-01,2007-Q1,2008-09-30,2013-11-20,300000.0,27200000.0,0.0,0.0,27.5,17,1877,14651.038891848695,0.16666666666666666,Health & Biotech,0.0,0.0,27.5,0.0,0.0
K-MOTION Interactive, Software ,2000000.0,operating,USA,Bedford,1.0,1991-01-01,1991-Q1,2005-10-24,2005-10-24,0.0,2000000.0,0.0,0.0,2.0,33,0,0.0,0.029411764705882353,Software & IT,0.0,0.0,2.0,0.0,0.0
K12 Enterprise, Software ,3000000.0,operating,USA,Towson,1.0,2009-01-01,2009-Q1,2009-12-28,2009-12-28,0.0,3000000.0,0.0,0.0,3.0,15,0,0.0,0.0625,Software & IT,0.0,0.0,3.0,0.0,0.0
Kaazing, Enterprise Software ,37015021.0,operating,GBR,London,4.0,2007-05-01,2007-Q2,2008-04-29,2013-04-17,0.0,37015021.0,0.0,0.0,37.02,17,1814,20405.193495038588,0.2222222222222222,Software & IT,0.0,0.0,37.02,0.0,0.0
Kabooza, Software ,868000.0,operating,,,1.0,2007-01-01,2007-Q1,2009-02-03,2009-02-03,0.0,868000.0,0.0,0.0,0.87,17,0,0.0,0.05555555555555555,Software & IT,0.0,0.0,0.87,0.0,0.0
Kace Networks, Software ,11000000.0,acquired,USA,Mountain View,3.0,2003-01-01,2003-Q1,2005-07-25,2008-01-31,0.0,11000000.0,0.0,0.0,11.0,21,920,11956.521739130434,0.13636363636363635,Software & IT,0.0,0.0,11.0,0.0,0.0
Kadenze, Technology ,1495092.0,operating,USA,Valencia,1.0,2013-01-01,2013-Q1,2013-12-19,2013-12-19,0.0,1495092.0,0.0,0.0,1.5,11,0,0.0,0.08333333333333333,High Tech,0.0,0.0,1.5,0.0,0.0
Kadient, Software ,27670000.0,operating,USA,Lowell,1.0,1994-01-01,1994-Q1,2010-06-04,2010-06-04,0.0,27670000.0,0.0,0.0,27.67,30,0,0.0,0.03225806451612903,Software & IT,0.0,0.0,27.67,0.0,0.0
Kadmon, Biotechnology ,21269220.0,operating,USA,New York,3.0,2009-01-01,2009-Q1,2010-07-09,2014-08-06,0.0,21269220.0,0.0,0.0,21.27,15,1489,14284.23102753526,0.1875,Health & Biotech,0.0,0.0,21.27,0.0,0.0
KAHR medical, Biotechnology ,4950000.0,operating,ISR,Jerusalem,2.0,2005-01-01,2005-Q1,2012-06-10,2013-09-09,4950000.0,0.0,0.0,0.0,4.95,19,456,10855.263157894737,0.1,Health & Biotech,0.0,0.0,4.95,0.0,0.0
Kahua, Software ,753655.0,operating,USA,Alpharetta,1.0,2009-01-01,2009-Q1,2014-02-07,2014-02-07,0.0,753655.0,0.0,0.0,0.75,15,0,0.0,0.0625,Software & IT,0.0,0.0,0.75,0.0,0.0
Kai Medical, Hardware + Software ,2287685.0,operating,USA,Honolulu,3.0,2006-01-01,2006-Q1,2011-01-11,2013-11-22,0.0,2287685.0,0.0,0.0,2.29,18,1046,2187.0793499043975,0.15789473684210525,Software & IT,0.0,0.0,2.29,0.0,0.0
KAICORE, Software ,2000000.0,operating,CZE,Prague,1.0,2012-06-04,2012-Q2,2014-01-10,2014-01-10,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
Kaiima, Biotechnology ,83000000.0,operating,ISR,Kfar Tavor,2.0,2006-01-01,2006-Q1,2011-04-05,2013-09-03,0.0,18000000.0,0.0,0.0,83.0,18,882,94104.30839002268,0.10526315789473684,Health & Biotech,0.0,65000000.0,83.0,0.0,65.0
Kailos Genetics, Biotechnology ,1900000.0,operating,USA,Huntsville,1.0,2010-01-01,2010-Q1,2011-12-05,2011-12-05,0.0,1900000.0,0.0,0.0,1.9,14,0,0.0,0.06666666666666667,Health & Biotech,0.0,0.0,1.9,0.0,0.0
Kaiser Permanente, Biotechnology ,7400000.0,operating,USA,Oakland,1.0,1945-01-01,1945-Q1,2014-08-05,2014-08-05,0.0,0.0,0.0,7400000.0,7.4,79,0,0.0,0.0125,Health & Biotech,0.0,0.0,7.4,0.0,0.0
Kakao Corp, Software ,92136875.0,operating,KOR,Seongnam,3.0,2006-01-01,2006-Q1,2011-08-31,2014-03-03,0.0,29236875.0,0.0,0.0,92.14,18,915,100696.03825136612,0.15789473684210525,Software & IT,0.0,62900000.0,92.14,0.0,62.9
KAL, Software ,3493737.0,operating,GBR,Edinburgh,1.0,1989-01-01,1989-Q1,2001-05-01,2001-05-01,0.0,3493737.0,0.0,0.0,3.49,35,0,0.0,0.027777777777777776,Software & IT,0.0,0.0,3.49,0.0,0.0
Kala Pharmaceuticals, Biotechnology ,46243205.0,operating,USA,Waltham,5.0,2009-01-01,2009-Q1,2009-12-24,2014-04-23,0.0,39000000.0,0.0,0.0,46.24,15,1581,29249.339025932954,0.3125,Health & Biotech,0.0,7243205.0,46.24,0.0,7.24
kaleo, Biotechnology ,165000000.0,operating,USA,Richmond,2.0,2010-01-01,2010-Q1,2012-05-29,2014-04-07,0.0,0.0,0.0,0.0,165.0,14,678,243362.83185840707,0.13333333333333333,Health & Biotech,165000000.0,0.0,165.0,165.0,0.0
Kaleo Software, Enterprise Software ,1787500.0,operating,USA,El Segundo,2.0,2011-01-01,2011-Q1,2011-08-15,2013-07-01,1500000.0,287500.0,0.0,0.0,1.79,13,686,2605.685131195335,0.14285714285714285,Software & IT,0.0,0.0,1.79,0.0,0.0
Kalila Medical, Health Care ,2000000.0,operating,USA,Campbell,1.0,2010-01-01,2010-Q1,2014-04-15,2014-04-15,0.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Health & Biotech,0.0,0.0,2.0,0.0,0.0
KaloBios Pharmaceuticals, Health Care ,29000000.0,operating,USA,South San Francisco,2.0,2001-01-01,2001-Q1,2008-12-22,2012-04-01,0.0,12000000.0,0.0,0.0,29.0,23,1196,24247.491638795986,0.08333333333333333,Health & Biotech,0.0,17000000.0,29.0,0.0,17.0
Kalos Therapeutics, Biotechnology ,19999.0,operating,USA,San Diego,1.0,2005-01-01,2005-Q1,2013-02-12,2013-02-12,0.0,0.0,0.0,0.0,0.02,19,0,0.0,0.05,Health & Biotech,19999.0,0.0,0.02,0.02,0.0
Kalypto Medical, Health Care ,8375000.0,operating,USA,Mendota,1.0,2006-01-01,2006-Q1,2009-12-03,2009-12-03,0.0,8375000.0,0.0,0.0,8.38,18,0,0.0,0.05263157894736842,Health & Biotech,0.0,0.0,8.38,0.0,0.0
Kalyra Pharmaceuticals, Biotechnology ,6000000.0,operating,USA,Escondido,1.0,2012-01-01,2012-Q1,2013-08-21,2013-08-21,0.0,0.0,0.0,0.0,6.0,12,0,0.0,0.07692307692307693,Health & Biotech,0.0,6000000.0,6.0,0.0,6.0
Kambit, Software ,2000000.0,closed,USA,Cedar Park,2.0,2011-09-22,2011-Q3,2012-02-28,2012-08-15,0.0,0.0,0.0,0.0,2.0,13,169,11834.31952662722,0.14285714285714285,Software & IT,0.0,0.0,2.0,0.0,0.0
Kamego, Software ,40000.0,operating,CHL,Santiago,1.0,2013-01-01,2013-Q1,2013-11-19,2013-11-19,40000.0,0.0,0.0,0.0,0.04,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.04,0.0,0.0
Kamida, Software ,584269.0,operating,USA,New York,1.0,2006-01-01,2006-Q1,2010-02-25,2010-02-25,0.0,584269.0,0.0,0.0,0.58,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,0.58,0.0,0.0
Kaminario, Enterprise Software ,40000000.0,operating,USA,Newton,2.0,2008-01-01,2008-Q1,2011-05-02,2012-06-07,0.0,40000000.0,0.0,0.0,40.0,16,402,99502.48756218905,0.11764705882352941,Software & IT,0.0,0.0,40.0,0.0,0.0
Kane Biotech, Biotechnology ,42467.0,operating,CAN,Winnipeg,1.0,2001-01-01,2001-Q1,2009-05-03,2009-05-03,0.0,42467.0,0.0,0.0,0.04,23,0,0.0,0.041666666666666664,Health & Biotech,0.0,0.0,0.04,0.0,0.0
Kang Hui Medical Instrument, Medical ,58470000.0,operating,CHN,Shanghai,4.0,1997-01-01,1997-Q1,2006-07-01,2010-08-01,0.0,58470000.0,0.0,0.0,58.47,27,1492,39189.00804289544,0.14285714285714285,Health & Biotech,0.0,0.0,58.47,0.0,0.0
Kanichi Research Services, Nanotechnology ,456463.0,operating,GBR,Manchester,1.0,2008-07-01,2008-Q3,2012-12-01,2012-12-01,0.0,456463.0,0.0,0.0,0.46,16,0,0.0,0.058823529411764705,High Tech,0.0,0.0,0.46,0.0,0.0
Kannact, Software ,3000000.0,operating,USA,Portland,2.0,2012-01-01,2012-Q1,2012-09-01,2014-07-01,3000000.0,0.0,0.0,0.0,3.0,12,668,4491.017964071856,0.15384615384615385,Software & IT,0.0,0.0,3.0,0.0,0.0
Kannuu, Software ,2000000.0,operating,USA,Dallas,1.0,2007-01-01,2007-Q1,2013-12-17,2013-12-17,0.0,2000000.0,0.0,0.0,2.0,17,0,0.0,0.05555555555555555,Software & IT,0.0,0.0,2.0,0.0,0.0
Kano Computing, Hardware + Software ,1500000.0,operating,GBR,London,1.0,2013-01-25,2013-Q1,2013-12-19,2013-12-19,0.0,0.0,0.0,0.0,1.5,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,1.5,0.0,0.0
Kaos Solutions, Software ,199000.0,closed,GBR,Sheffield,1.0,2007-01-01,2007-Q1,2008-01-01,2008-01-01,0.0,199000.0,0.0,0.0,0.2,17,0,0.0,0.05555555555555555,Software & IT,0.0,0.0,0.2,0.0,0.0
Kapow Software, Data Integration ,19743770.0,acquired,USA,Palo Alto,3.0,2005-01-01,2005-Q1,2005-02-01,2010-01-13,0.0,18243770.0,0.0,0.0,19.74,19,1807,10926.270060874378,0.15,Software & IT,1500000.0,0.0,19.74,1.5,0.0
Kappa Prime, Life Sciences ,2000000.0,closed,GBR,London,1.0,2008-02-01,2008-Q1,2008-06-01,2008-06-01,0.0,0.0,0.0,0.0,2.0,16,0,0.0,0.058823529411764705,Other,0.0,0.0,2.0,0.0,0.0
Kaprica Security, Security ,100000.0,operating,,,1.0,2011-01-01,2011-Q1,2013-02-04,2013-02-04,0.0,100000.0,0.0,0.0,0.1,13,0,0.0,0.07142857142857142,Other,0.0,0.0,0.1,0.0,0.0
Kapta, Technology ,675000.0,operating,USA,Boulder,1.0,2012-06-01,2012-Q2,2014-08-12,2014-08-12,675000.0,0.0,0.0,0.0,0.68,12,0,0.0,0.07692307692307693,High Tech,0.0,0.0,0.68,0.0,0.0
Kapture, Hardware + Software ,900000.0,operating,USA,Cincinnati,1.0,2012-01-01,2012-Q1,2013-03-01,2013-03-01,900000.0,0.0,0.0,0.0,0.9,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.9,0.0,0.0
Kardia Health Systems, Health Care ,18916000.0,closed,USA,Minneapolis,3.0,2006-01-01,2006-Q1,2007-01-01,2009-08-20,0.0,18916000.0,0.0,0.0,18.92,18,962,19663.201663201664,0.15789473684210525,Health & Biotech,0.0,0.0,18.92,0.0,0.0
Kardium, Hardware + Software ,1136865.0,operating,CAN,Richmond,2.0,2007-01-01,2007-Q1,2010-08-04,2014-04-07,0.0,1136865.0,0.0,0.0,1.14,17,1342,847.1423248882265,0.1111111111111111,Software & IT,0.0,0.0,1.14,0.0,0.0
Kareo, Software ,95899999.0,operating,USA,Irvine,9.0,2004-02-01,2004-Q1,2005-04-25,2014-10-24,2000000.0,78899999.0,0.0,0.0,95.9,20,3469,27644.8541366388,0.42857142857142855,Software & IT,15000000.0,0.0,95.9,15.0,0.0
KaritKarma, Enterprise Software ,409475.0,operating,BGD,Dhaka,3.0,2010-03-01,2010-Q1,2011-06-21,2012-04-10,30000.0,0.0,135196.0,0.0,0.41,14,294,1392.7721088435374,0.2,Software & IT,244279.0,0.0,0.41,0.24,0.0
Karma Platform, Software ,1600000.0,operating,HUN,Budapest,1.0,2011-01-30,2011-Q1,2014-09-02,2014-09-02,1600000.0,0.0,0.0,0.0,1.6,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,1.6,0.0,0.0
Karma Recycling, Software ,2000000.0,operating,IND,New Delhi,1.0,2012-01-01,2012-Q1,2013-10-09,2013-10-09,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
Karrot Rewards, Software ,2000000.0,operating,USA,Chicago,1.0,2006-01-06,2006-Q1,2012-03-12,2012-03-12,0.0,0.0,0.0,0.0,2.0,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,2.0,0.0,0.0
Karuna Pharmaceuticals, Biotechnology ,600000.0,operating,USA,Boston,1.0,2009-01-01,2009-Q1,2011-06-09,2011-06-09,0.0,0.0,0.0,0.0,0.6,15,0,0.0,0.0625,Health & Biotech,600000.0,0.0,0.6,0.6,0.0
Karus Therapeutics, Biotechnology ,7600000.0,operating,GBR,Chilworth,1.0,2005-01-01,2005-Q1,2012-09-06,2012-09-06,0.0,7600000.0,0.0,0.0,7.6,19,0,0.0,0.05,Health & Biotech,0.0,0.0,7.6,0.0,0.0
Kaseya, Software ,2000000.0,operating,,,1.0,2000-01-01,2000-Q1,2013-06-25,2013-06-25,0.0,0.0,0.0,0.0,2.0,24,0,0.0,0.04,Software & IT,0.0,0.0,2.0,0.0,0.0
"Kasisto, Inc.", Software ,2250000.0,operating,,,1.0,2013-01-01,2013-Q1,2014-08-20,2014-08-20,2250000.0,0.0,0.0,0.0,2.25,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,2.25,0.0,0.0
Kaspersky Lab, Security ,2000000.0,operating,RUS,Moscow,1.0,1997-01-01,1997-Q1,2011-01-20,2011-01-20,0.0,0.0,0.0,0.0,2.0,27,0,0.0,0.03571428571428571,Other,0.0,0.0,2.0,0.0,0.0
katena, Hardware + Software ,7500000.0,operating,USA,Denville,1.0,1975-01-01,1975-Q1,2013-12-23,2013-12-23,0.0,7500000.0,0.0,0.0,7.5,49,0,0.0,0.02,Software & IT,0.0,0.0,7.5,0.0,0.0
Kavalia, Biotechnology ,215000.0,operating,USA,Salt Lake City,1.0,2007-01-01,2007-Q1,2010-05-11,2010-05-11,0.0,215000.0,0.0,0.0,0.22,17,0,0.0,0.05555555555555555,Health & Biotech,0.0,0.0,0.22,0.0,0.0
Kaybus, Software ,8850000.0,operating,USA,Mountain View,2.0,2012-12-12,2012-Q4,2012-12-01,2014-01-06,0.0,6600000.0,0.0,0.0,8.85,12,401,22069.825436408977,0.15384615384615385,Software & IT,2250000.0,0.0,8.85,2.25,0.0
Kayentis, Software ,8580000.0,operating,FRA,Gif-sur-yvette,2.0,2004-01-01,2004-Q1,2005-12-22,2007-09-01,0.0,8580000.0,0.0,0.0,8.58,20,618,13883.495145631068,0.09523809523809523,Software & IT,0.0,0.0,8.58,0.0,0.0
Kayse Wireless, Wireless ,50000.0,operating,USA,Lake Arthur,1.0,2012-10-01,2012-Q4,2014-04-22,2014-04-22,0.0,0.0,0.0,0.0,0.05,12,0,0.0,0.07692307692307693,Hardware & Electronics,0.0,50000.0,0.05,0.0,0.05
Kazaana, Web Development ,7575000.0,closed,USA,Menlo Park,3.0,2010-01-01,2010-Q1,2011-03-01,2013-04-01,600000.0,6975000.0,0.0,0.0,7.58,14,762,9940.944881889764,0.2,Other,0.0,0.0,7.58,0.0,0.0
Kazeon, Software ,41000000.0,acquired,USA,Mountain View,3.0,2003-01-01,2003-Q1,2005-04-17,2009-04-21,0.0,41000000.0,0.0,0.0,41.0,21,1465,27986.348122866893,0.13636363636363635,Software & IT,0.0,0.0,41.0,0.0,0.0
KBI Biopharma, Biotechnology ,9600000.0,operating,USA,Durham,1.0,1996-01-01,1996-Q1,2009-09-22,2009-09-22,0.0,9600000.0,0.0,0.0,9.6,28,0,0.0,0.034482758620689655,Health & Biotech,0.0,0.0,9.6,0.0,0.0
KCAP Services, Software ,2000000.0,operating,USA,Wadsworth,1.0,2014-01-15,2014-Q1,2014-04-04,2014-04-04,0.0,0.0,0.0,0.0,2.0,10,0,0.0,0.09090909090909091,Software & IT,0.0,0.0,2.0,0.0,0.0
KCF Technologies, Consumer Electronics ,2000000.0,operating,USA,State College,1.0,2000-11-06,2000-Q4,2012-05-02,2012-05-02,0.0,0.0,0.0,0.0,2.0,24,0,0.0,0.04,Hardware & Electronics,0.0,0.0,2.0,0.0,0.0
KDS, Software ,13000000.0,operating,FRA,Paris,1.0,1994-01-01,1994-Q1,2005-10-11,2005-10-11,0.0,13000000.0,0.0,0.0,13.0,30,0,0.0,0.03225806451612903,Software & IT,0.0,0.0,13.0,0.0,0.0
KE2 Therm Solutions, Hardware + Software ,6008656.0,operating,USA,Washington,3.0,2009-01-01,2009-Q1,2010-12-22,2014-03-07,0.0,4137153.0,0.0,0.0,6.01,15,1171,5131.217762596072,0.1875,Software & IT,1871503.0,0.0,6.01,1.87,0.0
Keahole Solar Power, Clean Technology ,27000000.0,operating,USA,Honolulu,2.0,2007-07-05,2007-Q3,2009-12-26,2010-04-23,0.0,27000000.0,0.0,0.0,27.0,17,118,228813.5593220339,0.1111111111111111,High Tech,0.0,0.0,27.0,0.0,0.0
Keclon, Biotechnology ,2000000.0,operating,ARG,Rosario Del Tala,1.0,2011-01-01,2011-Q1,2012-03-19,2012-03-19,0.0,0.0,0.0,0.0,2.0,13,0,0.0,0.07142857142857142,Health & Biotech,0.0,0.0,2.0,0.0,0.0
Keen Home, Hardware + Software ,1640000.0,operating,USA,New York,2.0,2012-10-01,2012-Q4,2013-12-04,2014-10-29,1640000.0,0.0,0.0,0.0,1.64,12,329,4984.802431610942,0.15384615384615385,Software & IT,0.0,0.0,1.64,0.0,0.0
Keen Systems, Cloud Infrastructure ,3350000.0,operating,USA,San Mateo,5.0,2008-01-01,2008-Q1,2008-01-01,2014-01-13,1225000.0,1625000.0,500000.0,0.0,3.35,16,2204,1519.9637023593466,0.29411764705882354,Software & IT,0.0,0.0,3.35,0.0,0.0
Keith McMillen Instruments, Hardware ,1600000.0,operating,USA,Berkeley,1.0,2005-01-01,2005-Q1,2012-03-21,2012-03-21,0.0,1600000.0,0.0,0.0,1.6,19,0,0.0,0.05,Hardware & Electronics,0.0,0.0,1.6,0.0,0.0
KellBenx, Biotechnology ,13500000.0,operating,USA,Massapequa,3.0,2010-01-01,2010-Q1,2011-04-21,2013-07-29,0.0,13500000.0,0.0,0.0,13.5,14,830,16265.060240963856,0.2,Health & Biotech,0.0,0.0,13.5,0.0,0.0
Keller Medical, Biotechnology ,400000.0,operating,USA,Stuart,1.0,2009-01-01,2009-Q1,2009-03-23,2009-03-23,0.0,400000.0,0.0,0.0,0.4,15,0,0.0,0.0625,Health & Biotech,0.0,0.0,0.4,0.0,0.0
KemPharm, Biotechnology ,71103391.0,operating,USA,North Liberty,4.0,2006-01-01,2006-Q1,2009-08-27,2014-06-04,0.0,10341391.0,0.0,0.0,71.1,18,1742,40817.101607347875,0.21052631578947367,Health & Biotech,60762000.0,0.0,71.1,60.76,0.0
Kenandy, Enterprise Software ,43500000.0,operating,USA,Redwood City,2.0,2010-01-01,2010-Q1,2011-08-29,2013-06-10,0.0,43500000.0,0.0,0.0,43.5,14,651,66820.27649769586,0.13333333333333333,Software & IT,0.0,0.0,43.5,0.0,0.0
Kensho, Software ,25495000.0,operating,USA,Cambridge,3.0,2013-05-01,2013-Q2,2014-01-22,2014-11-24,10000000.0,15000000.0,0.0,0.0,25.5,11,306,83316.99346405228,0.25,Software & IT,495000.0,0.0,25.5,0.5,0.0
kenxus, Software ,250000.0,operating,USA,Austin,1.0,2012-01-01,2012-Q1,2013-08-28,2013-08-28,0.0,0.0,0.0,0.0,0.25,12,0,0.0,0.07692307692307693,Software & IT,250000.0,0.0,0.25,0.25,0.0
Keona Health, Health Care ,2525000.0,operating,USA,Chapel Hill,1.0,2011-01-01,2011-Q1,2014-03-31,2014-03-31,0.0,2525000.0,0.0,0.0,2.52,13,0,0.0,0.07142857142857142,Health & Biotech,0.0,0.0,2.52,0.0,0.0
Kera, Software ,50000.0,closed,CAN,Toronto,1.0,2012-01-01,2012-Q1,2012-08-01,2012-08-01,50000.0,0.0,0.0,0.0,0.05,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.05,0.0,0.0
KeraNetics, Biotechnology ,8863225.0,operating,USA,Winston Salem,2.0,2008-01-01,2008-Q1,2010-06-28,2012-01-13,0.0,8863225.0,0.0,0.0,8.86,16,564,15714.937943262412,0.11764705882352941,Health & Biotech,0.0,0.0,8.86,0.0,0.0
Keraplast Technologies, Biotechnology ,4871149.0,operating,USA,San Antonio,2.0,1997-01-01,1997-Q1,2009-06-19,2010-05-27,0.0,4871149.0,0.0,0.0,4.87,27,342,14243.125730994152,0.07142857142857142,Health & Biotech,0.0,0.0,4.87,0.0,0.0
Kerecis, Medical Devices ,4000000.0,operating,ISL,Õsafjˆrur,4.0,2009-01-01,2009-Q1,2010-01-05,2014-02-21,0.0,4000000.0,0.0,0.0,4.0,15,1508,2652.5198938992044,0.25,Hardware & Electronics,0.0,0.0,4.0,0.0,0.0
Kereos, Biotechnology ,7689954.0,operating,USA,Saint Louis,3.0,1999-01-01,1999-Q1,2009-06-15,2012-01-13,1127730.0,5675098.0,0.0,0.0,7.69,25,942,8163.4331210191085,0.11538461538461539,Health & Biotech,887126.0,0.0,7.69,0.89,0.0
KeriCure, Biotechnology ,800000.0,operating,USA,Wesley Chapel,1.0,2011-01-01,2011-Q1,2013-06-10,2013-06-10,0.0,0.0,0.0,0.0,0.8,13,0,0.0,0.07142857142857142,Health & Biotech,800000.0,0.0,0.8,0.8,0.0
Ketera, Enterprise Software ,14000000.0,acquired,USA,San Jose,1.0,1983-01-01,1983-Q1,2007-01-08,2007-01-08,0.0,14000000.0,0.0,0.0,14.0,41,0,0.0,0.023809523809523808,Software & IT,0.0,0.0,14.0,0.0,0.0
Keukey, Software ,258043.0,operating,KOR,Seoul,1.0,2013-07-15,2013-Q3,2013-07-15,2013-07-15,0.0,0.0,0.0,258043.0,0.26,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.26,0.0,0.0
KEW Group, Biotechnology ,16070505.0,operating,USA,Cambridge,1.0,2009-01-01,2009-Q1,2014-02-06,2014-02-06,0.0,16070505.0,0.0,0.0,16.07,15,0,0.0,0.0625,Health & Biotech,0.0,0.0,16.07,0.0,0.0
Key Health Institute of Edmond, Health Care ,100000.0,operating,USA,Edmond,1.0,2012-01-01,2012-Q1,2012-06-07,2012-06-07,0.0,100000.0,0.0,0.0,0.1,12,0,0.0,0.07692307692307693,Health & Biotech,0.0,0.0,0.1,0.0,0.0
Keyideas Infotech (P) Limited, Web Development ,1000000.0,operating,IND,New Delhi,1.0,2009-08-14,2009-Q3,2013-01-10,2013-01-10,1000000.0,0.0,0.0,0.0,1.0,15,0,0.0,0.0625,Other,0.0,0.0,1.0,0.0,0.0
KeyLemon, Hardware ,1500000.0,operating,,,1.0,2008-05-14,2008-Q2,2013-09-02,2013-09-02,0.0,1500000.0,0.0,0.0,1.5,16,0,0.0,0.058823529411764705,Hardware & Electronics,0.0,0.0,1.5,0.0,0.0
Keystone Technologies, Software ,100000.0,operating,USA,Fenton,1.0,2004-01-01,2004-Q1,2014-07-14,2014-07-14,0.0,100000.0,0.0,0.0,0.1,20,0,0.0,0.047619047619047616,Software & IT,0.0,0.0,0.1,0.0,0.0
Keystone Technology, Hardware + Software ,1100.0,closed,,,1.0,2006-08-28,2006-Q3,2010-07-20,2010-07-20,0.0,1100.0,0.0,0.0,0.0,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,0.0,0.0,0.0
KEYW Corporation, Technology ,28340149.0,operating,USA,Hanover,3.0,2008-01-01,2008-Q1,2009-05-05,2010-03-30,0.0,28340149.0,0.0,0.0,28.34,16,329,86140.27051671733,0.17647058823529413,High Tech,0.0,0.0,28.34,0.0,0.0
"Kibboko, Inc.", Software ,2500000.0,closed,CAN,Toronto,1.0,2008-06-27,2008-Q2,2007-08-14,2007-08-14,0.0,2500000.0,0.0,0.0,2.5,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,2.5,0.0,0.0
KidoZen, Enterprise Software ,5000000.0,operating,USA,Miami,1.0,2012-11-01,2012-Q4,2013-12-05,2013-12-05,0.0,5000000.0,0.0,0.0,5.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,5.0,0.0,0.0
Kids Note, Software ,262729.0,operating,KOR,Seoul,1.0,2012-04-26,2012-Q2,2012-07-10,2012-07-10,0.0,0.0,262729.0,0.0,0.26,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.26,0.0,0.0
Kids360, Security ,15000.0,operating,USA,Memphis,1.0,2013-08-01,2013-Q3,2013-07-15,2013-07-15,15000.0,0.0,0.0,0.0,0.02,11,0,0.0,0.08333333333333333,Other,0.0,0.0,0.02,0.0,0.0
KidsLink, Health Care ,1000000.0,operating,USA,Atlanta,1.0,2012-01-01,2012-Q1,2013-09-27,2013-09-27,0.0,0.0,1000000.0,0.0,1.0,12,0,0.0,0.07692307692307693,Health & Biotech,0.0,0.0,1.0,0.0,0.0
Kiha Software, Cloud Data Services ,20000000.0,closed,USA,Seattle,1.0,2008-01-01,2008-Q1,2010-10-28,2010-10-28,0.0,20000000.0,0.0,0.0,20.0,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,20.0,0.0,0.0
Kihon, Software ,1500000.0,operating,USA,Tucson,1.0,2011-04-01,2011-Q2,2012-03-01,2012-03-01,1500000.0,0.0,0.0,0.0,1.5,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,1.5,0.0,0.0
Kilimanjaro Energy, Clean Technology ,3150000.0,operating,USA,Waukesha,2.0,2004-01-01,2004-Q1,2010-08-06,2010-08-08,0.0,2250000.0,0.0,0.0,3.15,20,2,1575000.0,0.09523809523809523,High Tech,900000.0,0.0,3.15,0.9,0.0
Kimera Systems, Artificial Intelligence ,70000.0,operating,USA,Beaverton,1.0,2012-06-01,2012-Q2,2012-07-20,2012-07-20,0.0,70000.0,0.0,0.0,0.07,12,0,0.0,0.07692307692307693,AI & Automation,0.0,0.0,0.07,0.0,0.0
Kimerick Technologies, Machine Learning ,130420.0,operating,USA,Berkeley,2.0,2011-08-01,2011-Q3,2013-08-01,2013-08-26,130420.0,0.0,0.0,0.0,0.13,13,25,5216.8,0.14285714285714285,AI & Automation,0.0,0.0,0.13,0.0,0.0
