Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Total Funding (M USD),Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Market Group,Total Debt (USD),Total Equity (USD),Total Funding (USD) (M),Total Debt (USD) (M),Total Equity (USD) (M)
(In)Touch Network, Electronics ,1500000.0,operating,GBR,London,1.0,2011-04-01,2011-Q2,2011-04-01,2011-04-01,1500000.0,0.0,0.0,0.0,1.5,13,0,0.0,0.07142857142857142,Hardware & Electronics,0.0,0.0,1.5,0.0,0.0
004 Technologies, Software ,2000000.0,operating,USA,Champaign,1.0,2010-01-01,2010-Q1,2014-07-24,2014-07-24,0.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,2.0,0.0,0.0
100health, Health Care Information Technology ,420000.0,operating,USA,Madison,1.0,2014-07-04,2014-Q3,2014-11-26,2014-11-26,420000.0,0.0,0.0,0.0,0.42,10,0,0.0,0.09090909090909091,Health & Biotech,0.0,0.0,0.42,0.0,0.0
1010data, Software ,35000000.0,operating,USA,New York,1.0,2000-01-01,2000-Q1,2010-03-08,2010-03-08,0.0,35000000.0,0.0,0.0,35.0,24,0,0.0,0.04,Software & IT,0.0,0.0,35.0,0.0,0.0
10X Technologies, Biotechnology ,3000000.0,operating,USA,Oakland,1.0,2012-01-01,2012-Q1,2012-11-07,2012-11-07,0.0,0.0,0.0,0.0,3.0,12,0,0.0,0.07692307692307693,Health & Biotech,3000000.0,0.0,3.0,3.0,0.0
10X10 Room, Software ,77500.0,operating,USA,Lexington,1.0,2010-01-01,2010-Q1,2011-10-12,2011-10-12,0.0,0.0,0.0,0.0,0.08,14,0,0.0,0.06666666666666667,Software & IT,77500.0,0.0,0.08,0.08,0.0
1248, Software ,378812.0,operating,GBR,Cambridge,1.0,2013-01-01,2013-Q1,2014-03-18,2014-03-18,378812.0,0.0,0.0,0.0,0.38,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.38,0.0,0.0
12Return, Software ,619494.0,operating,NLD,Gorinchem,1.0,2010-12-10,2010-Q4,2012-06-01,2012-06-01,0.0,0.0,619494.0,0.0,0.62,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,0.62,0.0,0.0
15Five, Software ,3400000.0,operating,USA,San Francisco,3.0,2011-05-01,2011-Q2,2012-01-01,2014-10-02,2200000.0,0.0,1200000.0,0.0,3.4,13,1005,3383.0845771144277,0.21428571428571427,Software & IT,0.0,0.0,3.4,0.0,0.0
16 Mile Solutions, Software ,199957.0,operating,USA,Seattle,1.0,2006-01-01,2006-Q1,2009-06-11,2009-06-11,0.0,199957.0,0.0,0.0,0.2,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,0.2,0.0,0.0
170 Systems, Software ,14000000.0,acquired,USA,Bedford,1.0,1990-01-01,1990-Q1,2002-04-16,2002-04-16,0.0,14000000.0,0.0,0.0,14.0,34,0,0.0,0.02857142857142857,Software & IT,0.0,0.0,14.0,0.0,0.0
1Energy Systems, Software ,1450000.0,operating,USA,Seattle,1.0,2010-01-01,2010-Q1,2013-04-22,2013-04-22,0.0,1450000.0,0.0,0.0,1.45,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,1.45,0.0,0.0
1Lay, Mobile Security ,170000.0,operating,,,1.0,2013-07-18,2013-Q3,2014-05-30,2014-05-30,170000.0,0.0,0.0,0.0,0.17,11,0,0.0,0.08333333333333333,Other,0.0,0.0,0.17,0.0,0.0
1World Online, Enterprise Software ,1500000.0,operating,USA,San Jose,2.0,2011-12-01,2011-Q4,2013-07-02,2013-12-01,0.0,1500000.0,0.0,0.0,1.5,13,152,9868.421052631578,0.14285714285714285,Software & IT,0.0,0.0,1.5,0.0,0.0
20/20 Gene Systems Inc., Biotechnology ,150000.0,operating,USA,Rockville,1.0,2000-05-01,2000-Q2,2012-09-25,2012-09-25,0.0,150000.0,0.0,0.0,0.15,24,0,0.0,0.04,Health & Biotech,0.0,0.0,0.15,0.0,0.0
2.10E+07, Big Data ,5050000.0,operating,USA,San Francisco,1.0,2013-01-01,2013-Q1,2013-11-17,2013-11-17,0.0,5050000.0,0.0,0.0,5.05,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,5.05,0.0,0.0
21viaNet, Software ,100000000.0,operating,CHN,Beijing,2.0,2009-10-16,2009-Q4,2012-12-01,2013-10-01,0.0,0.0,0.0,0.0,100.0,15,304,328947.36842105264,0.125,Software & IT,0.0,0.0,100.0,0.0,0.0
22nd Century Group, Biotechnology ,15034750.0,operating,USA,Clarence,6.0,1998-01-01,1998-Q1,2010-12-28,2014-09-18,0.0,12528500.0,0.0,0.0,15.03,26,1360,11054.963235294117,0.2222222222222222,Health & Biotech,2506250.0,0.0,15.03,2.51,0.0
22seeds, Software ,250000.0,operating,ISR,Tel Aviv,1.0,2010-01-01,2010-Q1,2013-10-15,2013-10-15,250000.0,0.0,0.0,0.0,0.25,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,0.25,0.0,0.0
2345.com, Software ,1610541.0,operating,CHN,Shanghai,2.0,2005-09-01,2005-Q3,2010-05-01,2010-10-01,0.0,0.0,0.0,0.0,1.61,19,153,10526.411764705883,0.1,Software & IT,0.0,0.0,1.61,0.0,0.0
23andMe, Biotechnology ,111949900.0,operating,USA,Mountain View,6.0,2006-04-01,2006-Q2,2007-05-01,2014-07-29,0.0,110549900.0,0.0,1400000.0,111.95,18,2646,42309.10808767952,0.3157894736842105,Health & Biotech,0.0,0.0,111.95,0.0,0.0
24M Technologies, Clean Technology ,16000000.0,operating,USA,Cambridge,1.0,2010-01-01,2010-Q1,2010-08-16,2010-08-16,0.0,16000000.0,0.0,0.0,16.0,14,0,0.0,0.06666666666666667,High Tech,0.0,0.0,16.0,0.0,0.0
24PageBooks, Software ,50000.0,closed,USA,Rochester,1.0,2010-01-01,2010-Q1,2011-05-24,2011-05-24,50000.0,0.0,0.0,0.0,0.05,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,0.05,0.0,0.0
24Symbols, Software ,2000000.0,operating,ESP,Madrid,1.0,2010-08-07,2010-Q3,2010-10-20,2010-10-20,0.0,0.0,0.0,0.0,2.0,14,0,0.0,0.06666666666666667,Software & IT,0.0,0.0,2.0,0.0,0.0
250ok, Software ,200000.0,operating,USA,Indianapolis,1.0,2012-01-01,2012-Q1,2012-09-01,2012-09-01,200000.0,0.0,0.0,0.0,0.2,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,0.2,0.0,0.0
265 Network, Software ,2000000.0,operating,CHN,Beijing,1.0,2004-01-01,2004-Q1,2004-12-01,2004-12-01,0.0,2000000.0,0.0,0.0,2.0,20,0,0.0,0.047619047619047616,Software & IT,0.0,0.0,2.0,0.0,0.0
28msec, Software ,5844811.0,operating,USA,Palo Alto,1.0,2008-01-01,2008-Q1,2013-10-28,2013-10-28,0.0,5844811.0,0.0,0.0,5.84,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,5.84,0.0,0.0
2C2P, Software ,3000000.0,operating,THA,Bangkok,3.0,2003-01-01,2003-Q1,2011-01-01,2014-06-03,0.0,3000000.0,0.0,0.0,3.0,21,1249,2401.921537229784,0.13636363636363635,Software & IT,0.0,0.0,3.0,0.0,0.0
2Catalyze, Software ,6785876.0,operating,CAN,Toronto,1.0,2008-01-01,2008-Q1,2010-08-25,2010-08-25,0.0,6785876.0,0.0,0.0,6.79,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,6.79,0.0,0.0
2CODE Online, Software ,2000000.0,operating,,,1.0,2008-10-01,2008-Q4,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,2.0,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,2.0,0.0,0.0
2CRisk, Software ,383000.0,operating,AUS,Brisbane,2.0,2010-07-01,2010-Q3,2010-04-01,2012-10-10,0.0,0.0,0.0,383000.0,0.38,14,923,414.95124593716145,0.13333333333333333,Software & IT,0.0,0.0,0.38,0.0,0.0
2DOLife.com, Software ,250000.0,operating,USA,San Pablo,1.0,2011-12-01,2011-Q4,2013-11-10,2013-11-10,0.0,0.0,0.0,250000.0,0.25,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,0.25,0.0,0.0
2GO Mobile Solutions, Software ,275000.0,operating,USA,Plano,1.0,2008-01-01,2008-Q1,2010-04-09,2010-04-09,0.0,0.0,275000.0,0.0,0.28,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,0.28,0.0,0.0
"2nd Story Software, Inc.", Software ,85000000.0,acquired,USA,Cedar Rapids,1.0,1998-02-15,1998-Q1,2005-03-30,2005-03-30,0.0,0.0,0.0,0.0,85.0,26,0,0.0,0.037037037037037035,Software & IT,0.0,85000000.0,85.0,0.0,85.0
2U, Software ,95875000.0,operating,USA,Hanover,6.0,2008-01-01,2008-Q1,2009-03-25,2013-10-21,2275000.0,93600000.0,0.0,0.0,95.88,16,1671,57375.82286056254,0.35294117647058826,Software & IT,0.0,0.0,95.88,0.0,0.0
3-V Biosciences, Biotechnology ,78089000.0,operating,USA,Menlo Park,4.0,2007-03-01,2007-Q1,2009-07-10,2013-06-21,0.0,78089000.0,0.0,0.0,78.09,17,1442,54153.259361997225,0.2222222222222222,Health & Biotech,0.0,0.0,78.09,0.0,0.0
"360fly, Inc.", Consumer Electronics ,17800000.0,operating,USA,Pittsburgh,1.0,1998-01-01,1998-Q1,2014-08-11,2014-08-11,0.0,17800000.0,0.0,0.0,17.8,26,0,0.0,0.037037037037037035,Hardware & Electronics,0.0,0.0,17.8,0.0,0.0
360Guanxi, Life Sciences ,5000000.0,operating,CHN,Shanghai,1.0,2000-01-01,2000-Q1,2009-06-01,2009-06-01,0.0,5000000.0,0.0,0.0,5.0,24,0,0.0,0.04,Other,0.0,0.0,5.0,0.0,0.0
360imaging, Biotechnology ,1000000.0,operating,USA,Atlanta,2.0,2005-01-01,2005-Q1,2011-11-01,2013-01-01,0.0,1000000.0,0.0,0.0,1.0,19,427,2341.92037470726,0.1,Health & Biotech,0.0,0.0,1.0,0.0,0.0
360incentives.com, Software ,7650000.0,operating,CAN,Whitby,1.0,2008-01-01,2008-Q1,2013-01-15,2013-01-15,0.0,7650000.0,0.0,0.0,7.65,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,7.65,0.0,0.0
360pi, Artificial Intelligence ,4100000.0,operating,CAN,Ottawa,2.0,2007-07-01,2007-Q3,2012-04-20,2013-08-18,0.0,4100000.0,0.0,0.0,4.1,17,485,8453.60824742268,0.1111111111111111,AI & Automation,0.0,0.0,4.1,0.0,0.0
365 Retail Markets, Software ,2000000.0,operating,USA,Troy,1.0,2009-08-01,2009-Q3,2014-02-11,2014-02-11,0.0,0.0,0.0,0.0,2.0,15,0,0.0,0.0625,Software & IT,0.0,0.0,2.0,0.0,0.0
3C Plus, Web Development ,75000.0,operating,BRA,Curitiba,1.0,2013-01-10,2013-Q1,2013-01-10,2013-01-10,75000.0,0.0,0.0,0.0,0.08,11,0,0.0,0.08333333333333333,Other,0.0,0.0,0.08,0.0,0.0
3CI, Biotechnology ,133620.0,operating,ITA,Bolzano,1.0,2008-01-01,2008-Q1,2011-01-01,2011-01-01,0.0,0.0,0.0,133620.0,0.13,16,0,0.0,0.058823529411764705,Health & Biotech,0.0,0.0,0.13,0.0,0.0
3D Biomatrix, Biotechnology ,1465000.0,operating,USA,Ann Arbor,1.0,2010-01-01,2010-Q1,2013-02-05,2013-02-05,1465000.0,0.0,0.0,0.0,1.46,14,0,0.0,0.06666666666666667,Health & Biotech,0.0,0.0,1.46,0.0,0.0
3D Control Systems, Enterprise Software ,28000.0,operating,USA,San Francisco,1.0,2013-03-01,2013-Q1,2013-11-10,2013-11-10,28000.0,0.0,0.0,0.0,0.03,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.03,0.0,0.0
3D Product Imaging, 3D Technology ,240000.0,operating,,,2.0,2013-01-01,2013-Q1,2014-01-01,2014-05-15,0.0,0.0,0.0,0.0,0.24,11,134,1791.044776119403,0.16666666666666666,High Tech,240000.0,0.0,0.24,0.24,0.0
3D Sports Technology, Software ,909940.0,operating,USA,Minneapolis,3.0,2010-01-01,2010-Q1,2011-01-21,2013-07-25,0.0,909940.0,0.0,0.0,0.91,14,916,993.3842794759826,0.2,Software & IT,0.0,0.0,0.91,0.0,0.0
3D Systems, Software ,169500000.0,operating,USA,Rock Hill,3.0,1986-01-01,1986-Q1,2014-01-15,2014-10-13,0.0,19500000.0,0.0,0.0,169.5,38,271,625461.2546125462,0.07692307692307693,Software & IT,0.0,0.0,169.5,0.0,0.0
3d Vision Systems, Hardware + Software ,150000.0,operating,USA,Ann Arbor,1.0,2009-01-01,2009-Q1,2012-12-03,2012-12-03,0.0,150000.0,0.0,0.0,0.15,15,0,0.0,0.0625,Software & IT,0.0,0.0,0.15,0.0,0.0
3DiVi Company, Software ,2670000.0,operating,RUS,Miass,2.0,2011-04-01,2011-Q2,2011-01-01,2012-10-01,1870000.0,0.0,0.0,800000.0,2.67,13,639,4178.403755868545,0.14285714285714285,Software & IT,0.0,0.0,2.67,0.0,0.0
3KeyIt, Software ,2000000.0,operating,USA,Fayetteville,1.0,2007-02-01,2007-Q1,2009-09-17,2009-09-17,0.0,0.0,0.0,0.0,2.0,17,0,0.0,0.05555555555555555,Software & IT,0.0,0.0,2.0,0.0,0.0
3Pillar Global, Software ,25920000.0,operating,USA,Fairfax,4.0,2006-08-01,2006-Q3,2010-01-29,2013-06-06,0.0,22520000.0,0.0,0.0,25.92,18,1224,21176.470588235294,0.21052631578947367,Software & IT,3400000.0,0.0,25.92,3.4,0.0
3Play Media, Software ,1011601.0,operating,USA,Cambridge,3.0,2007-01-01,2007-Q1,2010-02-08,2011-10-21,50000.0,961601.0,0.0,0.0,1.01,17,620,1631.6145161290322,0.16666666666666666,Software & IT,0.0,0.0,1.01,0.0,0.0
3scale, Developer APIs ,5000000.0,operating,ESP,Barcelona,2.0,2007-12-01,2007-Q4,2010-04-20,2013-04-24,800000.0,0.0,0.0,0.0,5.0,17,1100,4545.454545454545,0.1111111111111111,Other,0.0,4200000.0,5.0,0.0,4.2
3Scan, Biotechnology ,390000.0,operating,USA,San Francisco,3.0,2011-01-01,2011-Q1,2011-08-31,2013-07-16,40000.0,0.0,0.0,350000.0,0.39,13,685,569.3430656934306,0.21428571428571427,Health & Biotech,0.0,0.0,0.39,0.0,0.0
3seventy, Software ,2000000.0,operating,USA,Austin,1.0,2008-01-01,2008-Q1,2011-08-19,2011-08-19,2000000.0,0.0,0.0,0.0,2.0,16,0,0.0,0.058823529411764705,Software & IT,0.0,0.0,2.0,0.0,0.0
3sun, Clean Technology ,15152514.0,operating,GBR,,1.0,2007-01-01,2007-Q1,2014-03-03,2014-03-03,0.0,15152514.0,0.0,0.0,15.15,17,0,0.0,0.05555555555555555,High Tech,0.0,0.0,15.15,0.0,0.0
3TEN8, Software ,1000000.0,operating,USA,Santa Clara,1.0,2013-08-15,2013-Q3,2014-09-01,2014-09-01,1000000.0,0.0,0.0,0.0,1.0,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,1.0,0.0,0.0
3TIER, Clean Technology ,15000000.0,acquired,USA,Seattle,3.0,1999-01-01,1999-Q1,2007-09-05,2010-02-25,0.0,15000000.0,0.0,0.0,15.0,25,904,16592.9203539823,0.11538461538461539,High Tech,0.0,0.0,15.0,0.0,0.0
3Touch, Software ,272000.0,closed,IRL,Athlone,1.0,2003-01-01,2003-Q1,2007-05-01,2007-05-01,0.0,272000.0,0.0,0.0,0.27,21,0,0.0,0.045454545454545456,Software & IT,0.0,0.0,0.27,0.0,0.0
3VR, Security ,56567194.0,operating,USA,San Francisco,6.0,2002-01-01,2002-Q1,2006-01-17,2013-10-04,0.0,53000000.0,0.0,0.0,56.57,22,2817,20080.65104721335,0.2608695652173913,Other,3567194.0,0.0,56.57,3.57,0.0
404 Found!, Enterprise Software ,6246800.0,operating,,,2.0,1997-01-01,1997-Q1,1999-07-01,2000-07-01,513200.0,5733600.0,0.0,0.0,6.25,27,366,17067.75956284153,0.07142857142857142,Software & IT,0.0,0.0,6.25,0.0,0.0
405Labs, Machine Learning ,81000.0,operating,USA,San Diego,1.0,2014-01-01,2014-Q1,2014-10-22,2014-10-22,0.0,81000.0,0.0,0.0,0.08,10,0,0.0,0.09090909090909091,AI & Automation,0.0,0.0,0.08,0.0,0.0
41st Parameter, Security ,38064570.0,acquired,USA,San Jose,4.0,2004-01-01,2004-Q1,2006-05-08,2012-04-11,0.0,38064570.0,0.0,0.0,38.06,20,2165,17581.78752886836,0.19047619047619047,Other,0.0,0.0,38.06,0.0,0.0
42, Enterprise Software ,800000.0,operating,USA,San Francisco,2.0,2013-01-01,2013-Q1,2013-02-21,2014-05-16,800000.0,0.0,0.0,0.0,0.8,11,449,1781.7371937639198,0.16666666666666666,Software & IT,0.0,0.0,0.8,0.0,0.0
422 Group, Software ,1000000.0,operating,USA,Tucker,1.0,2004-01-01,2004-Q1,2010-06-15,2010-06-15,0.0,1000000.0,0.0,0.0,1.0,20,0,0.0,0.047619047619047616,Software & IT,0.0,0.0,1.0,0.0,0.0
"43 Things, The Robot Co-op", Software ,2000000.0,operating,USA,Seattle,1.0,2004-08-15,2004-Q3,2004-11-01,2004-11-01,0.0,0.0,0.0,0.0,2.0,20,0,0.0,0.047619047619047616,Software & IT,0.0,0.0,2.0,0.0,0.0
480 Biomedical, Biotechnology ,37956999.0,operating,USA,Watertown,3.0,2011-01-01,2011-Q1,2012-02-14,2013-04-12,0.0,32956999.0,0.0,0.0,37.96,13,423,89732.85815602836,0.21428571428571427,Health & Biotech,5000000.0,0.0,37.96,5.0,0.0
4Blox, Software ,2000000.0,closed,USA,San Jose,1.0,2006-08-01,2006-Q3,2007-09-10,2007-09-10,0.0,0.0,0.0,0.0,2.0,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,2.0,0.0,0.0
4Cable TV, Clean Technology ,20900.0,operating,USA,Conway,1.0,2005-01-01,2005-Q1,2013-10-07,2013-10-07,20900.0,0.0,0.0,0.0,0.02,19,0,0.0,0.05,High Tech,0.0,0.0,0.02,0.0,0.0
4Home, Cloud Computing ,9416354.0,acquired,USA,Sunnyvale,6.0,2006-01-01,2006-Q1,2006-08-01,2010-02-03,0.0,9146354.0,0.0,0.0,9.42,18,1282,7345.04992199688,0.3157894736842105,Software & IT,270000.0,0.0,9.42,0.27,0.0
4moms, Hardware + Software ,60000000.0,operating,USA,Pittsburgh,4.0,2005-01-01,2005-Q1,2005-06-17,2014-09-10,0.0,60000000.0,0.0,0.0,60.0,19,3372,17793.59430604982,0.2,Software & IT,0.0,0.0,60.0,0.0,0.0
4Tech, Biotechnology ,7000000.0,operating,USA,Waltham,1.0,2011-01-01,2011-Q1,2011-12-21,2011-12-21,0.0,0.0,0.0,0.0,7.0,13,0,0.0,0.07142857142857142,Health & Biotech,0.0,7000000.0,7.0,0.0,7.0
5 examples, Software ,250000.0,operating,USA,Morrisville,1.0,2004-01-01,2004-Q1,2010-07-14,2010-07-14,0.0,250000.0,0.0,0.0,0.25,20,0,0.0,0.047619047619047616,Software & IT,0.0,0.0,0.25,0.0,0.0
5 O'Clock Records, Software ,440000.0,operating,USA,New York,2.0,2012-01-01,2012-Q1,2012-03-29,2013-01-08,0.0,0.0,440000.0,0.0,0.44,12,285,1543.859649122807,0.15384615384615385,Software & IT,0.0,0.0,0.44,0.0,0.0
5 Star Mobile, Consumer Electronics ,180000.0,operating,USA,Fort Lauderdale,1.0,2013-07-23,2013-Q3,2014-02-20,2014-02-20,0.0,0.0,0.0,0.0,0.18,11,0,0.0,0.08333333333333333,Hardware & Electronics,0.0,180000.0,0.18,0.0,0.18
51.com, Software ,27000000.0,operating,CHN,Shanghai,3.0,2005-01-01,2005-Q1,2006-05-01,2007-07-01,0.0,27000000.0,0.0,0.0,27.0,19,426,63380.281690140844,0.15,Software & IT,0.0,0.0,27.0,0.0,0.0
51aiya.com, Health Care ,389673.0,operating,CHN,Shenzhen,1.0,2012-01-01,2012-Q1,2013-08-01,2013-08-01,0.0,0.0,389673.0,0.0,0.39,12,0,0.0,0.07692307692307693,Health & Biotech,0.0,0.0,0.39,0.0,0.0
55social, Software ,3000000.0,operating,,,1.0,2011-07-14,2011-Q3,2011-11-01,2011-11-01,0.0,3000000.0,0.0,0.0,3.0,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,3.0,0.0,0.0
58.com, Software ,876780000.0,operating,CHN,Chaoyang,6.0,2005-01-01,2005-Q1,2006-02-01,2014-06-27,0.0,140780000.0,0.0,0.0,876.78,19,3068,285782.2685788787,0.3,Software & IT,0.0,0.0,876.78,0.0,0.0
5BARz International, Technology ,6100000.0,operating,USA,Seattle,2.0,2008-01-01,2008-Q1,2013-11-12,2014-11-17,0.0,0.0,0.0,0.0,6.1,16,370,16486.486486486487,0.11764705882352941,High Tech,0.0,0.0,6.1,0.0,0.0
5gig, Web Development ,368750.0,operating,,,1.0,2007-12-01,2007-Q4,2009-10-10,2009-10-10,0.0,0.0,368750.0,0.0,0.37,17,0,0.0,0.05555555555555555,Other,0.0,0.0,0.37,0.0,0.0
5o9, Software ,50000.0,operating,USA,Boulder,1.0,2006-01-01,2006-Q1,2013-05-14,2013-05-14,50000.0,0.0,0.0,0.0,0.05,18,0,0.0,0.05263157894736842,Software & IT,0.0,0.0,0.05,0.0,0.0
5to1, Internet Marketing ,17129760.0,acquired,USA,Seattle,4.0,2009-01-01,2009-Q1,2009-06-17,2010-11-10,0.0,15302260.0,0.0,0.0,17.13,15,511,33522.03522504892,0.25,Software & IT,1827500.0,0.0,17.13,1.83,0.0
640 Labs, Software ,3050000.0,operating,USA,Chicago,3.0,2013-01-01,2013-Q1,2014-06-20,2014-10-20,2700000.0,0.0,0.0,0.0,3.05,11,122,25000.0,0.25,Software & IT,350000.0,0.0,3.05,0.35,0.0
6fusion, Enterprise Software ,25250000.0,operating,USA,Raleigh,5.0,2008-01-01,2008-Q1,2010-08-23,2014-09-10,0.0,10700000.0,0.0,0.0,25.25,16,1479,17072.34617985125,0.29411764705882354,Software & IT,14550000.0,0.0,25.25,14.55,0.0
6Scan, Security ,2000000.0,operating,ISR,Tel Aviv,3.0,2011-01-01,2011-Q1,2011-08-04,2014-02-24,0.0,0.0,0.0,0.0,2.0,13,935,2139.03743315508,0.21428571428571427,Other,0.0,0.0,2.0,0.0,0.0
6th Sense Analytics, Software ,6700000.0,acquired,USA,Morrisville,2.0,2004-01-01,2004-Q1,2005-11-11,2007-01-31,0.0,6700000.0,0.0,0.0,6.7,20,446,15022.421524663678,0.09523809523809523,Software & IT,0.0,0.0,6.7,0.0,0.0
6th Wave Innovations Corporation, Nanotechnology ,2000000.0,operating,USA,Arnold,1.0,2013-07-03,2013-Q3,2014-04-29,2014-04-29,0.0,0.0,0.0,0.0,2.0,11,0,0.0,0.08333333333333333,High Tech,0.0,0.0,2.0,0.0,0.0
6Wunderkinder, Software ,23857750.0,operating,DEU,Berlin,5.0,2010-09-01,2010-Q3,2010-12-21,2013-11-12,0.0,23857750.0,0.0,0.0,23.86,14,1057,22571.192052980132,0.3333333333333333,Software & IT,0.0,0.0,23.86,0.0,0.0
7 Oaks Pharmaceutical, Biotechnology ,1613014.0,operating,USA,Easley,1.0,1997-01-01,1997-Q1,2011-06-06,2011-06-06,0.0,1613014.0,0.0,0.0,1.61,27,0,0.0,0.03571428571428571,Health & Biotech,0.0,0.0,1.61,0.0,0.0
7AC Technologies, Clean Technology ,11110000.0,operating,USA,Beverly,5.0,2009-01-01,2009-Q1,2011-12-13,2014-11-18,0.0,9400000.0,0.0,0.0,11.11,15,1071,10373.482726423903,0.3125,High Tech,1710000.0,0.0,11.11,1.71,0.0
7mb Technologies, Software ,460775.0,operating,USA,Seattle,2.0,2013-01-01,2013-Q1,2013-10-28,2014-07-21,0.0,460775.0,0.0,0.0,0.46,11,266,1732.2368421052631,0.16666666666666666,Software & IT,0.0,0.0,0.46,0.0,0.0
8digits, Big Data ,2000000.0,operating,TUR,Istanbul,1.0,2012-01-03,2012-Q1,2012-06-01,2012-06-01,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
8packs, Technology ,79501.0,operating,SGP,Singapore,2.0,2014-02-02,2014-Q1,2014-03-01,2014-09-01,39473.0,0.0,0.0,40028.0,0.08,10,184,432.07065217391306,0.18181818181818182,High Tech,0.0,0.0,0.08,0.0,0.0
99jobs, Enterprise Software ,2000000.0,operating,BRA,S„o Paulo,1.0,2012-09-09,2012-Q3,2012-12-09,2012-12-09,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
99tests, Software ,210000.0,operating,IND,Bangalore,3.0,2011-02-14,2011-Q1,2010-12-01,2013-07-22,10000.0,0.0,200000.0,0.0,0.21,13,964,217.8423236514523,0.21428571428571427,Software & IT,0.0,0.0,0.21,0.0,0.0
9Mile Labs, Software ,900000.0,operating,USA,Seattle,1.0,2013-01-01,2013-Q1,2013-11-04,2013-11-04,900000.0,0.0,0.0,0.0,0.9,11,0,0.0,0.08333333333333333,Software & IT,0.0,0.0,0.9,0.0,0.0
9SLIDES, Enterprise Software ,925000.0,operating,USA,Redmond,2.0,2010-06-01,2010-Q2,2013-05-30,2013-10-03,500000.0,0.0,0.0,0.0,0.92,14,126,7341.269841269841,0.13333333333333333,Software & IT,425000.0,0.0,0.92,0.42,0.0
9Star Research, Software ,435400.0,operating,USA,Austin,1.0,2002-01-01,2002-Q1,2011-07-25,2011-07-25,0.0,0.0,0.0,0.0,0.44,22,0,0.0,0.043478260869565216,Software & IT,0.0,0.0,0.44,0.0,0.0
A, Security ,450000.0,operating,ISR,Rishon Letsiyon,1.0,2013-01-01,2013-Q1,2014-09-07,2014-09-07,450000.0,0.0,0.0,0.0,0.45,11,0,0.0,0.08333333333333333,Other,0.0,0.0,0.45,0.0,0.0
A Smarter City, Software ,15000.0,closed,,,1.0,2011-03-05,2011-Q1,2011-03-05,2011-03-05,15000.0,0.0,0.0,0.0,0.02,13,0,0.0,0.07142857142857142,Software & IT,0.0,0.0,0.02,0.0,0.0
A-STAR, Software ,2000000.0,operating,JPN,Tokyo,1.0,2012-05-14,2012-Q2,2012-07-04,2012-07-04,0.0,0.0,0.0,0.0,2.0,12,0,0.0,0.07692307692307693,Software & IT,0.0,0.0,2.0,0.0,0.0
A10 Networks, Communications Hardware ,118000000.0,operating,USA,San Jose,4.0,2004-10-01,2004-Q4,2005-01-01,2013-10-03,0.0,38000000.0,0.0,0.0,118.0,20,3197,36909.60275258055,0.19047619047619047,Hardware & Electronics,0.0,80000000.0,118.0,0.0,80.0
AAIPharma Services, Biotechnology ,20000000.0,operating,USA,Wilmington,1.0,1979-01-01,1979-Q1,2012-01-11,2012-01-11,0.0,0.0,0.0,0.0,20.0,45,0,0.0,0.021739130434782608,Health & Biotech,0.0,20000000.0,20.0,0.0,20.0
Aarden Pharmaceuticals, Biotechnology ,500000.0,closed,USA,Indianapolis,1.0,2008-01-01,2008-Q1,2011-01-03,2011-01-03,0.0,0.0,0.0,0.0,0.5,16,0,0.0,0.058823529411764705,Health & Biotech,500000.0,0.0,0.5,0.5,0.0
Aastrom Biosciences, Biotechnology ,40000000.0,operating,USA,Ann Arbor,1.0,1989-01-01,1989-Q1,2012-03-09,2012-03-09,0.0,40000000.0,0.0,0.0,40.0,35,0,0.0,0.027777777777777776,Health & Biotech,0.0,0.0,40.0,0.0,0.0
