Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Round A,Round B,Round C,Round D,Round E,Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Continent,Market Group,Total Debt (USD),Total Equity (USD)
(In)Touch Network, Electronics ,1500000.0,operating,GBR,London,1.0,2011-04-01,2011-Q2,2011-04-01,2011-04-01,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,Europe,Hardware & Electronics,0.0,0.0
.Club Domains, Software ,7000000.0,,USA,Oakland Park,1.0,2011-10-10,2011-Q4,2013-05-31,2013-05-31,0.0,7000000.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Software & IT,0.0,0.0
004 Technologies, Software ,2000000.0,operating,USA,Champaign,1.0,2010-01-01,2010-Q1,2014-07-24,2014-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,0.0,0.0
100health, Health Care Information Technology ,420000.0,operating,USA,Madison,1.0,2014-07-04,2014-Q3,2014-11-26,2014-11-26,420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,inf,0.08333333333333333,North America,Health & Biotech,0.0,0.0
1010data, Software ,35000000.0,operating,USA,New York,1.0,2000-01-01,2000-Q1,2010-03-08,2010-03-08,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Software & IT,0.0,0.0
10X Technologies, Biotechnology ,3000000.0,operating,USA,Oakland,1.0,2012-01-01,2012-Q1,2012-11-07,2012-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Health & Biotech,3000000.0,0.0
10X10 Room, Software ,77500.0,operating,USA,Lexington,1.0,2010-01-01,2010-Q1,2011-10-12,2011-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,77500.0,0.0
1248, Software ,378812.0,operating,GBR,Cambridge,1.0,2013-01-01,2013-Q1,2014-03-18,2014-03-18,378812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Europe,Software & IT,0.0,0.0
12Return, Software ,619494.0,operating,NLD,Gorinchem,1.0,2010-12-10,2010-Q4,2012-06-01,2012-06-01,0.0,0.0,619494.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,Europe,Software & IT,0.0,0.0
15Five, Software ,3400000.0,operating,USA,San Francisco,3.0,2011-05-01,2011-Q2,2012-01-01,2014-10-02,2200000.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1005,3383.0845771144277,0.2,North America,Software & IT,0.0,0.0
16 Mile Solutions, Software ,199957.0,operating,USA,Seattle,1.0,2006-01-01,2006-Q1,2009-06-11,2009-06-11,0.0,199957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Software & IT,0.0,0.0
170 Systems, Software ,14000000.0,acquired,USA,Bedford,1.0,1990-01-01,1990-Q1,2002-04-16,2002-04-16,0.0,14000000.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,35,0,inf,0.027777777777777776,North America,Software & IT,0.0,0.0
1C Company, Software ,200000000.0,,RUS,Moscow,1.0,1991-01-01,1991-Q1,2011-10-03,2011-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.02857142857142857,Europe,Software & IT,0.0,200000000.0
1Energy Systems, Software ,1450000.0,operating,USA,Seattle,1.0,2010-01-01,2010-Q1,2013-04-22,2013-04-22,0.0,1450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,0.0,0.0
1Lay, Mobile Security ,170000.0,operating,,,1.0,2013-07-18,2013-Q3,2014-05-30,2014-05-30,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Other,Other,0.0,0.0
1World Online, Enterprise Software ,1500000.0,operating,USA,San Jose,2.0,2011-12-01,2011-Q4,2013-07-02,2013-12-01,0.0,1500000.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,14,152,9868.421052631578,0.13333333333333333,North America,Software & IT,0.0,0.0
20/20 Gene Systems Inc., Biotechnology ,150000.0,operating,USA,Rockville,1.0,2000-05-01,2000-Q2,2012-09-25,2012-09-25,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Health & Biotech,0.0,0.0
2.10E+07, Big Data ,5050000.0,operating,USA,San Francisco,1.0,2013-01-01,2013-Q1,2013-11-17,2013-11-17,0.0,5050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
21viaNet, Software ,100000000.0,operating,CHN,Beijing,2.0,2009-10-16,2009-Q4,2012-12-01,2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,304,328947.36842105264,0.11764705882352941,Asia,Software & IT,0.0,0.0
22seeds, Software ,250000.0,operating,ISR,Tel Aviv,1.0,2010-01-01,2010-Q1,2013-10-15,2013-10-15,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,Asia,Software & IT,0.0,0.0
2345.com, Software ,1610541.0,operating,CHN,Shanghai,2.0,2005-09-01,2005-Q3,2010-05-01,2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,153,10526.411764705883,0.09523809523809523,Asia,Software & IT,0.0,0.0
24M Technologies, Clean Technology ,16000000.0,operating,USA,Cambridge,1.0,2010-01-01,2010-Q1,2010-08-16,2010-08-16,0.0,16000000.0,0.0,0.0,16000000.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,High Tech,0.0,0.0
24PageBooks, Software ,50000.0,closed,USA,Rochester,1.0,2010-01-01,2010-Q1,2011-05-24,2011-05-24,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,0.0,0.0
24Symbols, Software ,2000000.0,operating,ESP,Madrid,1.0,2010-08-07,2010-Q3,2010-10-20,2010-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,Europe,Software & IT,0.0,0.0
250ok, Software ,200000.0,operating,USA,Indianapolis,1.0,2012-01-01,2012-Q1,2012-09-01,2012-09-01,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Software & IT,0.0,0.0
265 Network, Software ,2000000.0,operating,CHN,Beijing,1.0,2004-01-01,2004-Q1,2004-12-01,2004-12-01,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,Asia,Software & IT,0.0,0.0
28msec, Software ,5844811.0,operating,USA,Palo Alto,1.0,2008-01-01,2008-Q1,2013-10-28,2013-10-28,0.0,5844811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
2C2P, Software ,3000000.0,operating,THA,Bangkok,3.0,2003-01-01,2003-Q1,2011-01-01,2014-06-03,0.0,3000000.0,0.0,0.0,1000000.0,2000000.0,0.0,0.0,0.0,22,1249,2401.921537229784,0.13043478260869565,Asia,Software & IT,0.0,0.0
2Catalyze, Software ,6785876.0,operating,CAN,Toronto,1.0,2008-01-01,2008-Q1,2010-08-25,2010-08-25,0.0,6785876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
2CODE Online, Software ,2000000.0,operating,,,1.0,2008-10-01,2008-Q4,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Other,Software & IT,0.0,0.0
2CRisk, Software ,383000.0,operating,AUS,Brisbane,2.0,2010-07-01,2010-Q3,2010-04-01,2012-10-10,0.0,0.0,0.0,383000.0,0.0,0.0,0.0,0.0,0.0,15,923,414.95124593716145,0.125,Oceania,Software & IT,0.0,0.0
2DOLife.com, Software ,250000.0,operating,USA,San Pablo,1.0,2011-12-01,2011-Q4,2013-11-10,2013-11-10,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Software & IT,0.0,0.0
2GO Mobile Solutions, Software ,275000.0,operating,USA,Plano,1.0,2008-01-01,2008-Q1,2010-04-09,2010-04-09,0.0,0.0,275000.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
"2nd Story Software, Inc.", Software ,85000000.0,acquired,USA,Cedar Rapids,1.0,1998-02-15,1998-Q1,2005-03-30,2005-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.03571428571428571,North America,Software & IT,0.0,85000000.0
3-V Biosciences, Biotechnology ,78089000.0,operating,USA,Menlo Park,4.0,2007-03-01,2007-Q1,2009-07-10,2013-06-21,0.0,78089000.0,0.0,0.0,0.0,30000000.0,20000000.0,0.0,0.0,18,1442,54153.259361997225,0.21052631578947367,North America,Health & Biotech,0.0,0.0
"360fly, Inc.", Consumer Electronics ,17800000.0,operating,USA,Pittsburgh,1.0,1998-01-01,1998-Q1,2014-08-11,2014-08-11,0.0,17800000.0,0.0,0.0,0.0,17800000.0,0.0,0.0,0.0,27,0,inf,0.03571428571428571,North America,Hardware & Electronics,0.0,0.0
360Guanxi, Life Sciences ,5000000.0,operating,CHN,Shanghai,1.0,2000-01-01,2000-Q1,2009-06-01,2009-06-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,Asia,Other,0.0,0.0
360imaging, Biotechnology ,1000000.0,operating,USA,Atlanta,2.0,2005-01-01,2005-Q1,2011-11-01,2013-01-01,0.0,1000000.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,20,427,2341.92037470726,0.09523809523809523,North America,Health & Biotech,0.0,0.0
360incentives.com, Software ,7650000.0,operating,CAN,Whitby,1.0,2008-01-01,2008-Q1,2013-01-15,2013-01-15,0.0,7650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
360pi, Artificial Intelligence ,4100000.0,operating,CAN,Ottawa,2.0,2007-07-01,2007-Q3,2012-04-20,2013-08-18,0.0,4100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,485,8453.60824742268,0.10526315789473684,North America,AI & Automation,0.0,0.0
365 Retail Markets, Software ,2000000.0,operating,USA,Troy,1.0,2009-08-01,2009-Q3,2014-02-11,2014-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Software & IT,0.0,0.0
3C Plus, Web Development ,75000.0,operating,BRA,Curitiba,1.0,2013-01-10,2013-Q1,2013-01-10,2013-01-10,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,South America,Other,0.0,0.0
3CI, Biotechnology ,133620.0,operating,ITA,Bolzano,1.0,2008-01-01,2008-Q1,2011-01-01,2011-01-01,0.0,0.0,0.0,133620.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Europe,Health & Biotech,0.0,0.0
3D Biomatrix, Biotechnology ,1465000.0,operating,USA,Ann Arbor,1.0,2010-01-01,2010-Q1,2013-02-05,2013-02-05,1465000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Health & Biotech,0.0,0.0
3D Control Systems, Enterprise Software ,28000.0,operating,USA,San Francisco,1.0,2013-03-01,2013-Q1,2013-11-10,2013-11-10,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
3D Product Imaging, 3D Technology ,240000.0,operating,,,2.0,2013-01-01,2013-Q1,2014-01-01,2014-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,134,1791.044776119403,0.15384615384615385,Other,High Tech,240000.0,0.0
3D Sports Technology, Software ,909940.0,operating,USA,Minneapolis,3.0,2010-01-01,2010-Q1,2011-01-21,2013-07-25,0.0,909940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,916,993.3842794759826,0.1875,North America,Software & IT,0.0,0.0
3D Systems, Software ,169500000.0,operating,USA,Rock Hill,3.0,1986-01-01,1986-Q1,2014-01-15,2014-10-13,0.0,19500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,271,625461.2546125462,0.075,North America,Software & IT,0.0,0.0
3d Vision Systems, Hardware + Software ,150000.0,operating,USA,Ann Arbor,1.0,2009-01-01,2009-Q1,2012-12-03,2012-12-03,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Software & IT,0.0,0.0
3DiVi Company, Software ,2670000.0,operating,RUS,Miass,2.0,2011-04-01,2011-Q2,2011-01-01,2012-10-01,1870000.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,0.0,14,639,4178.403755868545,0.13333333333333333,Europe,Software & IT,0.0,0.0
3KeyIt, Software ,2000000.0,operating,USA,Fayetteville,1.0,2007-02-01,2007-Q1,2009-09-17,2009-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,North America,Software & IT,0.0,0.0
3Pillar Global, Software ,25920000.0,operating,USA,Fairfax,4.0,2006-08-01,2006-Q3,2010-01-29,2013-06-06,0.0,22520000.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,19,1224,21176.470588235294,0.2,North America,Software & IT,3400000.0,0.0
3Play Media, Software ,1011601.0,operating,USA,Cambridge,3.0,2007-01-01,2007-Q1,2010-02-08,2011-10-21,50000.0,961601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,620,1631.6145161290322,0.15789473684210525,North America,Software & IT,0.0,0.0
3scale, Developer APIs ,5000000.0,operating,ESP,Barcelona,2.0,2007-12-01,2007-Q4,2010-04-20,2013-04-24,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1100,4545.454545454545,0.10526315789473684,Europe,Other,0.0,4200000.0
3Scan, Biotechnology ,390000.0,operating,USA,San Francisco,3.0,2011-01-01,2011-Q1,2011-08-31,2013-07-16,40000.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,14,685,569.3430656934306,0.2,North America,Health & Biotech,0.0,0.0
3seventy, Software ,2000000.0,operating,USA,Austin,1.0,2008-01-01,2008-Q1,2011-08-19,2011-08-19,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
3sun, Clean Technology ,15152514.0,operating,GBR,,1.0,2007-01-01,2007-Q1,2014-03-03,2014-03-03,0.0,15152514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Europe,High Tech,0.0,0.0
3TEN8, Software ,1000000.0,operating,USA,Santa Clara,1.0,2013-08-15,2013-Q3,2014-09-01,2014-09-01,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
3TIER, Clean Technology ,15000000.0,acquired,USA,Seattle,3.0,1999-01-01,1999-Q1,2007-09-05,2010-02-25,0.0,15000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,26,904,16592.9203539823,0.1111111111111111,North America,High Tech,0.0,0.0
3Touch, Software ,272000.0,closed,IRL,Athlone,1.0,2003-01-01,2003-Q1,2007-05-01,2007-05-01,0.0,272000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,inf,0.043478260869565216,Europe,Software & IT,0.0,0.0
404 Found!, Enterprise Software ,6246800.0,operating,,,2.0,1997-01-01,1997-Q1,1999-07-01,2000-07-01,513200.0,5733600.0,0.0,0.0,5733600.0,0.0,0.0,0.0,0.0,28,366,17067.75956284153,0.06896551724137931,Other,Software & IT,0.0,0.0
405Labs, Machine Learning ,81000.0,operating,USA,San Diego,1.0,2014-01-01,2014-Q1,2014-10-22,2014-10-22,0.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,inf,0.08333333333333333,North America,AI & Automation,0.0,0.0
41st Parameter, Security ,38064570.0,acquired,USA,San Jose,4.0,2004-01-01,2004-Q1,2006-05-08,2012-04-11,0.0,38064570.0,0.0,0.0,0.0,11200000.0,10070000.0,13000000.0,0.0,21,2165,17581.78752886836,0.18181818181818182,North America,Other,0.0,0.0
42, Enterprise Software ,800000.0,operating,USA,San Francisco,2.0,2013-01-01,2013-Q1,2013-02-21,2014-05-16,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,449,1781.7371937639198,0.15384615384615385,North America,Software & IT,0.0,0.0
422 Group, Software ,1000000.0,operating,USA,Tucker,1.0,2004-01-01,2004-Q1,2010-06-15,2010-06-15,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Software & IT,0.0,0.0
"43 Things, The Robot Co-op", Software ,2000000.0,operating,USA,Seattle,1.0,2004-08-15,2004-Q3,2004-11-01,2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Software & IT,0.0,0.0
480 Biomedical, Biotechnology ,37956999.0,operating,USA,Watertown,3.0,2011-01-01,2011-Q1,2012-02-14,2013-04-12,0.0,32956999.0,0.0,0.0,15000000.0,0.0,0.0,0.0,0.0,14,423,89732.85815602836,0.2,North America,Health & Biotech,5000000.0,0.0
4Blox, Software ,2000000.0,closed,USA,San Jose,1.0,2006-08-01,2006-Q3,2007-09-10,2007-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Software & IT,0.0,0.0
4Cable TV, Clean Technology ,20900.0,operating,USA,Conway,1.0,2005-01-01,2005-Q1,2013-10-07,2013-10-07,20900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,inf,0.047619047619047616,North America,High Tech,0.0,0.0
4moms, Hardware + Software ,60000000.0,operating,USA,Pittsburgh,4.0,2005-01-01,2005-Q1,2005-06-17,2014-09-10,0.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3372,17793.59430604982,0.19047619047619047,North America,Software & IT,0.0,0.0
4Tech, Biotechnology ,7000000.0,operating,USA,Waltham,1.0,2011-01-01,2011-Q1,2011-12-21,2011-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Health & Biotech,0.0,7000000.0
5 examples, Software ,250000.0,operating,USA,Morrisville,1.0,2004-01-01,2004-Q1,2010-07-14,2010-07-14,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Software & IT,0.0,0.0
5 O'Clock Records, Software ,440000.0,operating,USA,New York,2.0,2012-01-01,2012-Q1,2012-03-29,2013-01-08,0.0,0.0,440000.0,0.0,0.0,0.0,0.0,0.0,0.0,13,285,1543.859649122807,0.14285714285714285,North America,Software & IT,0.0,0.0
5 Star Mobile, Consumer Electronics ,180000.0,operating,USA,Fort Lauderdale,1.0,2013-07-23,2013-Q3,2014-02-20,2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Hardware & Electronics,0.0,180000.0
51.com, Software ,27000000.0,operating,CHN,Shanghai,3.0,2005-01-01,2005-Q1,2006-05-01,2007-07-01,0.0,27000000.0,0.0,0.0,6000000.0,15000000.0,0.0,0.0,0.0,20,426,63380.281690140844,0.14285714285714285,Asia,Software & IT,0.0,0.0
51aiya.com, Health Care ,389673.0,operating,CHN,Shenzhen,1.0,2012-01-01,2012-Q1,2013-08-01,2013-08-01,0.0,0.0,389673.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Asia,Health & Biotech,0.0,0.0
55social, Software ,3000000.0,operating,,,1.0,2011-07-14,2011-Q3,2011-11-01,2011-11-01,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,Other,Software & IT,0.0,0.0
5BARz International, Technology ,6100000.0,operating,USA,Seattle,2.0,2008-01-01,2008-Q1,2013-11-12,2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,370,16486.486486486487,0.1111111111111111,North America,High Tech,0.0,0.0
5gig, Web Development ,368750.0,operating,,,1.0,2007-12-01,2007-Q4,2009-10-10,2009-10-10,0.0,0.0,368750.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Other,Other,0.0,0.0
5o9, Software ,50000.0,operating,USA,Boulder,1.0,2006-01-01,2006-Q1,2013-05-14,2013-05-14,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Software & IT,0.0,0.0
5to1, Internet Marketing ,17129760.0,acquired,USA,Seattle,4.0,2009-01-01,2009-Q1,2009-06-17,2010-11-10,0.0,15302260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,511,33522.03522504892,0.23529411764705882,North America,Software & IT,1827500.0,0.0
640 Labs, Software ,3050000.0,operating,USA,Chicago,3.0,2013-01-01,2013-Q1,2014-06-20,2014-10-20,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,122,25000.0,0.23076923076923078,North America,Software & IT,350000.0,0.0
6fusion, Enterprise Software ,25250000.0,operating,USA,Raleigh,5.0,2008-01-01,2008-Q1,2010-08-23,2014-09-10,0.0,10700000.0,0.0,0.0,3000000.0,7000000.0,0.0,0.0,0.0,17,1479,17072.34617985125,0.2777777777777778,North America,Software & IT,14550000.0,0.0
6Scan, Security ,2000000.0,operating,ISR,Tel Aviv,3.0,2011-01-01,2011-Q1,2011-08-04,2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,935,2139.03743315508,0.2,Asia,Other,0.0,0.0
6th Sense Analytics, Software ,6700000.0,acquired,USA,Morrisville,2.0,2004-01-01,2004-Q1,2005-11-11,2007-01-31,0.0,6700000.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,21,446,15022.421524663678,0.09090909090909091,North America,Software & IT,0.0,0.0
6th Wave Innovations Corporation, Nanotechnology ,2000000.0,operating,USA,Arnold,1.0,2013-07-03,2013-Q3,2014-04-29,2014-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,High Tech,0.0,0.0
6Wunderkinder, Software ,23857750.0,operating,DEU,Berlin,5.0,2010-09-01,2010-Q3,2010-12-21,2013-11-12,0.0,23857750.0,0.0,0.0,4200000.0,19000000.0,0.0,0.0,0.0,15,1057,22571.192052980132,0.3125,Europe,Software & IT,0.0,0.0
7 Oaks Pharmaceutical, Biotechnology ,1613014.0,operating,USA,Easley,1.0,1997-01-01,1997-Q1,2011-06-06,2011-06-06,0.0,1613014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0,inf,0.034482758620689655,North America,Health & Biotech,0.0,0.0
7AC Technologies, Clean Technology ,11110000.0,operating,USA,Beverly,5.0,2009-01-01,2009-Q1,2011-12-13,2014-11-18,0.0,9400000.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,16,1071,10373.482726423903,0.29411764705882354,North America,High Tech,1710000.0,0.0
7mb Technologies, Software ,460775.0,operating,USA,Seattle,2.0,2013-01-01,2013-Q1,2013-10-28,2014-07-21,0.0,460775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,266,1732.2368421052631,0.15384615384615385,North America,Software & IT,0.0,0.0
8digits, Big Data ,2000000.0,operating,TUR,Istanbul,1.0,2012-01-03,2012-Q1,2012-06-01,2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Europe,Software & IT,0.0,0.0
8packs, Technology ,79501.0,operating,SGP,Singapore,2.0,2014-02-02,2014-Q1,2014-03-01,2014-09-01,39473.0,0.0,0.0,40028.0,0.0,0.0,0.0,0.0,0.0,11,184,432.07065217391306,0.16666666666666666,Asia,High Tech,0.0,0.0
99jobs, Enterprise Software ,2000000.0,operating,BRA,S„o Paulo,1.0,2012-09-09,2012-Q3,2012-12-09,2012-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,South America,Software & IT,0.0,0.0
99tests, Software ,210000.0,operating,IND,Bangalore,3.0,2011-02-14,2011-Q1,2010-12-01,2013-07-22,10000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,14,964,217.8423236514523,0.2,Asia,Software & IT,0.0,0.0
9Mile Labs, Software ,900000.0,operating,USA,Seattle,1.0,2013-01-01,2013-Q1,2013-11-04,2013-11-04,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
9SLIDES, Enterprise Software ,925000.0,operating,USA,Redmond,2.0,2010-06-01,2010-Q2,2013-05-30,2013-10-03,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,126,7341.269841269841,0.125,North America,Software & IT,425000.0,0.0
9Star Research, Software ,435400.0,operating,USA,Austin,1.0,2002-01-01,2002-Q1,2011-07-25,2011-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,North America,Software & IT,0.0,0.0
A, Security ,450000.0,operating,ISR,Rishon Letsiyon,1.0,2013-01-01,2013-Q1,2014-09-07,2014-09-07,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Asia,Other,0.0,0.0
A Smarter City, Software ,15000.0,closed,,,1.0,2011-03-05,2011-Q1,2011-03-05,2011-03-05,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,Other,Software & IT,0.0,0.0
A-Power Energy Generation Systems, Clean Technology ,10200000.0,,CHN,Shenyang,1.0,2003-01-01,2003-Q1,2011-01-19,2011-01-19,0.0,10200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,inf,0.043478260869565216,Asia,High Tech,0.0,0.0
A-STAR, Software ,2000000.0,operating,JPN,Tokyo,1.0,2012-05-14,2012-Q2,2012-07-04,2012-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Asia,Software & IT,0.0,0.0
A10 Networks, Communications Hardware ,118000000.0,operating,USA,San Jose,4.0,2004-10-01,2004-Q4,2005-01-01,2013-10-03,0.0,38000000.0,0.0,0.0,6000000.0,9000000.0,23000000.0,0.0,0.0,21,3197,36909.60275258055,0.18181818181818182,North America,Hardware & Electronics,0.0,80000000.0
AAIPharma Services, Biotechnology ,20000000.0,operating,USA,Wilmington,1.0,1979-01-01,1979-Q1,2012-01-11,2012-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,inf,0.02127659574468085,North America,Health & Biotech,0.0,20000000.0
