Name,Market,Total Funding (USD),Status,Country Code,City,Funding Rounds,Founded At,Founded Quarter,First Funding At,Last Funding At,Seed,Venture,Angel,Grant,Round A,Round B,Round C,Round D,Round E,Startup Age,Funding Duration Days,Funding Velocity,Rounds per Year,Continent,Market Group,Total Debt (USD),Total Equity (USD)
Freedom Homes Recovery Center, Medical ,2000000.0,operating,USA,Burlington,1.0,2009-08-15,2009-Q3,2010-12-28,2010-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Health & Biotech,0.0,0.0
Freedom Meditech, Health Care ,9910004.0,operating,USA,San Diego,4.0,2006-01-01,2006-Q1,2009-04-28,2013-08-06,280000.0,9630004.0,0.0,0.0,2000000.0,7000000.0,0.0,0.0,0.0,19,1561,6348.497117232543,0.2,North America,Health & Biotech,0.0,0.0
FreedomPay, Enterprise Software ,2160000.0,operating,USA,Radnor,1.0,2000-01-01,2000-Q1,2008-12-19,2008-12-19,0.0,2160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Software & IT,0.0,0.0
Fresco Logic, Hardware + Software ,17500000.0,operating,USA,Beaverton,3.0,2008-01-01,2008-Q1,2009-01-23,2011-01-26,0.0,17500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,733,23874.48840381992,0.16666666666666666,North America,Software & IT,0.0,0.0
FreshT, Enterprise Software ,922000.0,operating,,,1.0,2009-01-01,2009-Q1,2010-04-09,2010-04-09,0.0,922000.0,0.0,0.0,922000.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,Other,Software & IT,0.0,0.0
Frevvo, Enterprise Software ,500000.0,operating,,,1.0,2007-01-01,2007-Q1,2008-01-01,2008-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Other,Software & IT,0.0,0.0
FRH Consumer Services, Software ,350000.0,operating,USA,Austin,1.0,2008-01-01,2008-Q1,2011-02-15,2011-02-15,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Software & IT,0.0,0.0
Frictionless Commerce, Software ,6200000.0,operating,USA,Westland,1.0,1998-01-01,1998-Q1,2005-02-07,2005-02-07,0.0,6200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.03571428571428571,North America,Software & IT,0.0,0.0
Friend Trusted, Consumer Electronics ,2000000.0,operating,USA,Sunnyvale,1.0,2012-08-03,2012-Q3,2013-11-03,2013-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Hardware & Electronics,0.0,0.0
Friendemic, Internet Marketing ,250000.0,operating,USA,Salt Lake City,1.0,2009-10-01,2009-Q4,2013-04-01,2013-04-01,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Software & IT,0.0,0.0
Friendly Score, Information Technology ,20352.0,operating,POL,Wroclaw,1.0,2013-01-01,2013-Q1,2014-07-21,2014-07-21,20352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Europe,High Tech,0.0,0.0
Friendsurance, Internet Service Providers ,2000000.0,operating,DEU,Berlin,3.0,2010-01-01,2010-Q1,2010-07-31,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,519,3853.5645472061656,0.1875,Europe,Software & IT,0.0,0.0
Front App, Software ,3100000.0,operating,FRA,Paris,2.0,2013-11-01,2013-Q4,2013-11-01,2014-10-01,3100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,334,9281.437125748504,0.15384615384615385,Europe,Software & IT,0.0,0.0
Front Row, Data Centers ,2000000.0,operating,USA,San Francisco,1.0,2013-01-01,2013-Q1,2014-01-14,2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
Frontier pte, Software ,1255000.0,operating,SGP,Singapore,2.0,2000-01-01,2000-Q1,2013-05-08,2014-07-09,1055000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,427,2939.1100702576114,0.07692307692307693,Asia,Software & IT,200000.0,0.0
Frontier Toxicology, Health Care ,655000.0,operating,USA,San Antonio,1.0,2012-01-01,2012-Q1,2013-03-07,2013-03-07,0.0,655000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Health & Biotech,0.0,0.0
Frontiir, Software ,200000.0,operating,MMR,Yangon,1.0,2012-01-01,2012-Q1,2014-10-11,2014-10-11,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Other,Software & IT,0.0,0.0
Froont, Software ,688629.0,operating,,,1.0,2012-01-01,2012-Q1,2014-04-01,2014-04-01,688629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Other,Software & IT,0.0,0.0
Fruition Partners, Information Technology ,17484065.0,operating,USA,Chicago,3.0,2003-01-01,2003-Q1,2012-12-18,2014-07-11,0.0,17484065.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0,22,570,30673.798245614034,0.13043478260869565,North America,High Tech,0.0,0.0
FSLogix, Software ,675000.0,operating,USA,Suwanee,1.0,2013-01-01,2013-Q1,2013-08-14,2013-08-14,0.0,675000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,North America,Software & IT,0.0,0.0
FST Life Sciences, Biotechnology ,1082192.0,operating,USA,Ann Arbor,1.0,2006-01-01,2006-Q1,2010-09-15,2010-09-15,0.0,1082192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Health & Biotech,0.0,0.0
FST21, Security ,5000000.0,operating,,,1.0,2007-09-11,2007-Q3,2013-08-28,2013-08-28,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,Other,Other,0.0,0.0
FTAPI Software, Security ,2000000.0,acquired,DEU,Munich,1.0,2010-01-01,2010-Q1,2012-02-29,2012-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,Europe,Other,0.0,0.0
ftopia, Cloud Computing ,2000000.0,operating,FRA,Paris,1.0,2009-11-09,2009-Q4,2009-05-01,2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,Europe,Software & IT,0.0,0.0
FTRANS, Software ,14060000.0,operating,USA,Atlanta,3.0,2003-01-01,2003-Q1,2008-05-13,2013-07-19,0.0,14060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1893,7427.363972530375,0.13043478260869565,North America,Software & IT,0.0,0.0
Fuelmaxx Inc, Clean Technology ,2000000.0,operating,USA,Tampa,1.0,2011-11-11,2011-Q4,2013-10-04,2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,High Tech,0.0,0.0
Fugoo, Hardware + Software ,40000000.0,operating,USA,Irvine,1.0,2009-01-01,2009-Q1,2009-10-14,2009-10-14,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Software & IT,0.0,0.0
Fuhu, Enterprise Software ,66248970.0,operating,USA,El Segundo,5.0,2006-01-01,2006-Q1,2008-02-01,2014-04-21,0.0,56248970.0,0.0,0.0,1500000.0,6250000.0,21498988.0,26999982.0,0.0,19,2271,29171.717305151917,0.25,North America,Software & IT,10000000.0,0.0
Fulcrum Bioenergy, Clean Technology ,89000000.0,operating,USA,Pleasanton,3.0,2007-01-01,2007-Q1,2008-04-28,2014-08-11,0.0,89000000.0,0.0,0.0,0.0,14000000.0,75000000.0,0.0,0.0,18,2296,38763.066202090595,0.15789473684210525,North America,High Tech,0.0,0.0
Fulcrum SP Materials, Biotechnology ,5300000.0,operating,ISR,Rehovot,2.0,2007-01-01,2007-Q1,2012-06-01,2014-06-20,0.0,5300000.0,0.0,0.0,3300000.0,2000000.0,0.0,0.0,0.0,18,749,7076.101468624833,0.10526315789473684,Asia,Health & Biotech,0.0,0.0
Full Capture Solutions, Software ,7000000.0,operating,USA,East Hartford,1.0,2004-01-01,2004-Q1,2006-09-25,2006-09-25,0.0,7000000.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Software & IT,0.0,0.0
Full Circle CRM, Software ,4300000.0,operating,USA,San Mateo,2.0,2010-12-31,2010-Q4,2012-09-13,2014-11-12,500000.0,3800000.0,0.0,0.0,3800000.0,0.0,0.0,0.0,0.0,15,790,5443.037974683544,0.125,North America,Software & IT,0.0,0.0
Full Genomes Corporation, Biotechnology ,250000.0,operating,USA,Rockville,1.0,2012-01-01,2012-Q1,2013-09-17,2013-09-17,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Health & Biotech,0.0,0.0
Full Spectrum Laser, Machine Learning ,10000000.0,operating,USA,Las Vegas,1.0,2008-01-01,2008-Q1,2014-11-12,2014-11-12,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,AI & Automation,0.0,0.0
Funambol, Cloud Data Services ,25000000.0,operating,USA,Foster City,1.0,2006-01-01,2006-Q1,2013-01-01,2013-01-01,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,North America,Software & IT,0.0,0.0
Functional Neuromodulation, Health Care ,10400000.0,operating,CAN,Toronto,1.0,2010-01-01,2010-Q1,2011-10-17,2011-10-17,0.0,10400000.0,0.0,0.0,10400000.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Health & Biotech,0.0,0.0
Fund Recs, Finance Technology ,153861.0,operating,IRL,,3.0,2013-11-01,2013-Q4,2014-05-08,2014-09-15,76130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,130,1183.5461538461539,0.23076923076923078,Europe,FinTech & Payments,77731.0,0.0
Fundation, Finance Technology ,2728967.0,operating,USA,New York,2.0,2011-11-21,2011-Q4,2013-03-28,2013-11-29,0.0,2728967.0,0.0,0.0,2728967.0,0.0,0.0,0.0,0.0,14,246,11093.361788617885,0.13333333333333333,North America,FinTech & Payments,0.0,0.0
Fundbox, Software ,17500000.0,operating,USA,San Francisco,1.0,2012-01-01,2012-Q1,2014-04-10,2014-04-10,0.0,17500000.0,0.0,0.0,17500000.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Software & IT,0.0,0.0
FundedByMe, Finance Technology ,540000.0,operating,SWE,Stockholm,2.0,2011-03-01,2011-Q1,2014-03-20,2014-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,172,3139.5348837209303,0.13333333333333333,Europe,FinTech & Payments,0.0,540000.0
Funderbeam, Big Data Analytics ,847104.0,operating,EST,Tallinn,3.0,2013-06-15,2013-Q2,2013-07-15,2014-05-15,847104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,304,2786.5263157894738,0.23076923076923078,Europe,Software & IT,0.0,0.0
Funding Gates, Software ,1163601.0,,USA,New York,2.0,2009-01-01,2009-Q1,2011-07-08,2013-10-01,0.0,618601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,816,1425.9816176470588,0.11764705882352941,North America,Software & IT,545000.0,0.0
Funding Profiles, Enterprise Software ,2000000.0,operating,USA,Sunnyvale,1.0,2011-12-01,2011-Q4,2013-05-15,2013-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,inf,0.06666666666666667,North America,Software & IT,0.0,0.0
Fundrise, Finance Technology ,40985000.0,operating,USA,Washington,5.0,2010-11-01,2010-Q4,2011-01-01,2014-09-26,2000000.0,38000000.0,0.0,0.0,38000000.0,0.0,0.0,0.0,0.0,15,1364,30047.65395894428,0.3125,North America,FinTech & Payments,0.0,985000.0
Funky Android, Software ,15605.0,operating,GBR,Paddock Wood,2.0,2008-11-05,2008-Q4,2008-11-01,2008-11-01,15605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.1111111111111111,Europe,Software & IT,0.0,0.0
Funxional Therapeutics, Biotechnology ,12200000.0,operating,GBR,Cambridge,1.0,2005-01-01,2005-Q1,2010-05-27,2010-05-27,0.0,12200000.0,0.0,0.0,0.0,12200000.0,0.0,0.0,0.0,20,0,inf,0.047619047619047616,Europe,Health & Biotech,0.0,0.0
Furiex Pharmaceuticals, Biotechnology ,15000000.0,acquired,USA,Morrisville,1.0,1998-01-01,1998-Q1,2013-10-01,2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,inf,0.03571428571428571,North America,Health & Biotech,15000000.0,0.0
Fusion Antibodies, Biotechnology ,2500000.0,operating,GBR,Belfast,1.0,2001-01-01,2001-Q1,2007-07-26,2007-07-26,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,inf,0.04,Europe,Health & Biotech,0.0,0.0
Fusion Garage, Hardware + Software ,6500000.0,closed,,,1.0,2008-01-01,2008-Q1,2010-11-12,2010-11-12,0.0,6500000.0,0.0,0.0,0.0,6500000.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Other,Software & IT,0.0,0.0
Fusion-io, Software ,111500000.0,acquired,USA,Salt Lake City,3.0,2006-01-01,2006-Q1,2008-03-31,2010-04-21,0.0,111500000.0,0.0,0.0,19000000.0,47500000.0,45000000.0,0.0,0.0,19,751,148468.7083888149,0.15,North America,Software & IT,0.0,0.0
Fusionone Electronic Healthcare, Health Care ,200000.0,operating,USA,Roselle,1.0,2000-01-01,2000-Q1,2011-09-06,2011-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,inf,0.038461538461538464,North America,Health & Biotech,200000.0,0.0
FusionStorm, Software ,15000000.0,operating,USA,San Francisco,1.0,1995-01-01,1995-Q1,2006-10-02,2006-10-02,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,inf,0.03225806451612903,North America,Software & IT,0.0,0.0
Future Health Software, Software ,3046000.0,operating,,,1.0,1991-01-01,1991-Q1,2011-06-03,2011-06-03,0.0,3046000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.02857142857142857,Other,Software & IT,0.0,0.0
Future Healthcare of America, Biotechnology ,1010000.0,operating,USA,Pittsburgh,1.0,1991-01-01,1991-Q1,2013-09-10,2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,inf,0.02857142857142857,North America,Health & Biotech,1010000.0,0.0
Future Path Medical Holding Company, Health Care ,1080001.0,operating,USA,New Concord,1.0,2004-01-01,2004-Q1,2013-03-05,2013-03-05,1080001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,North America,Health & Biotech,0.0,0.0
FutureAdvisor, Software ,21500000.0,operating,USA,San Francisco,4.0,2010-01-01,2010-Q1,2010-01-01,2014-05-21,1000000.0,20500000.0,0.0,0.0,5000000.0,15500000.0,0.0,0.0,0.0,15,1601,13429.106808244847,0.25,North America,Software & IT,0.0,0.0
Futurelytics, Enterprise Software ,865175.0,operating,USA,Wilmington,2.0,2012-01-01,2012-Q1,2012-10-20,2013-11-11,865175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,387,2235.594315245478,0.14285714285714285,North America,Software & IT,0.0,0.0
FuturestateIT, Software ,2000000.0,operating,CAN,Toronto,1.0,2010-01-01,2010-Q1,2011-07-25,2011-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,0.0,0.0
Fuze, Software ,48500000.0,operating,USA,San Francisco,3.0,2009-01-01,2009-Q1,2012-07-12,2013-09-15,0.0,46000000.0,0.0,0.0,20000000.0,26000000.0,0.0,0.0,0.0,16,430,112790.69767441861,0.17647058823529413,North America,Software & IT,2500000.0,0.0
Fwd: Power, Clean Technology ,2000000.0,operating,USA,Las Vegas,1.0,2010-01-01,2010-Q1,2008-05-29,2008-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,High Tech,0.0,0.0
FX Bridge, Software ,4534706.0,operating,USA,Atlanta,3.0,1999-01-01,1999-Q1,2009-10-30,2011-11-03,1009706.0,3525000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,734,6178.073569482289,0.1111111111111111,North America,Software & IT,0.0,0.0
Fyber, Technology ,9590000.0,acquired,DEU,Berlin,4.0,2009-01-01,2009-Q1,2009-07-01,2011-02-23,0.0,9590000.0,0.0,0.0,9590000.0,0.0,0.0,0.0,0.0,16,602,15930.232558139534,0.23529411764705882,Europe,High Tech,0.0,0.0
G.ho.st, Cloud Computing ,3000000.0,closed,ISR,Jerusalem,1.0,2006-01-01,2006-Q1,2008-05-29,2008-05-29,0.0,3000000.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,19,0,inf,0.05,Asia,Software & IT,0.0,0.0
G.I. Windows, Medical Devices ,2393500.0,operating,USA,West Bridgewater,1.0,2012-01-01,2012-Q1,2014-02-26,2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Hardware & Electronics,2393500.0,0.0
"G1 Therapeutics, Inc.", Biotechnology ,12500000.0,operating,USA,Durham,1.0,2012-01-01,2012-Q1,2013-10-16,2013-10-16,0.0,12500000.0,0.0,0.0,12500000.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Health & Biotech,0.0,0.0
G2 Crowd, Enterprise Software ,4300000.0,operating,USA,Highland Park,2.0,2012-05-01,2012-Q2,2013-02-18,2014-05-15,0.0,4300000.0,0.0,0.0,4300000.0,0.0,0.0,0.0,0.0,13,451,9534.368070953436,0.14285714285714285,North America,Software & IT,0.0,0.0
G2 Microsystems, Hardware + Software ,21850000.0,operating,USA,Campbell,3.0,2004-01-01,2004-Q1,2005-03-15,2009-10-07,0.0,20600000.0,0.0,0.0,6600000.0,14000000.0,0.0,0.0,0.0,21,1667,13107.378524295142,0.13636363636363635,North America,Software & IT,1250000.0,0.0
G2B Pharma, Biotechnology ,235000.0,operating,USA,Corte Madera,1.0,2008-01-01,2008-Q1,2013-06-11,2013-06-11,235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,North America,Health & Biotech,0.0,0.0
G2Link, Software ,2000000.0,operating,USA,Drexel Hill,1.0,2010-01-01,2010-Q1,2013-01-22,2013-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,inf,0.0625,North America,Software & IT,0.0,0.0
G5, Internet Marketing ,15000000.0,operating,USA,Bend,1.0,2005-01-01,2005-Q1,2010-08-10,2010-08-10,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,inf,0.047619047619047616,North America,Software & IT,0.0,0.0
Gaelectric, Clean Technology ,115794000.0,operating,IRL,Ringsend,1.0,2004-01-01,2004-Q1,2013-11-28,2013-11-28,0.0,115794000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,inf,0.045454545454545456,Europe,High Tech,0.0,0.0
Gaia Herbs, Biotechnology ,1700000.0,operating,USA,Brevard,2.0,1986-01-01,1986-Q1,2010-04-05,2011-02-24,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,325,5230.7692307692305,0.05,North America,Health & Biotech,0.0,0.0
Gaia Metrics, Software ,600000.0,operating,USA,Somerville,2.0,2010-01-01,2010-Q1,2010-06-16,2011-04-28,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,316,1898.73417721519,0.125,North America,Software & IT,0.0,0.0
Gaia Power Technologies, Hardware + Software ,2250000.0,operating,USA,New York,1.0,2002-01-01,2002-Q1,2005-10-24,2005-10-24,0.0,2250000.0,0.0,0.0,2250000.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,North America,Software & IT,0.0,0.0
Gainsight, Sales Automation ,54050000.0,operating,USA,Redwood City,5.0,2009-01-01,2009-Q1,2011-12-11,2014-10-10,50000.0,54000000.0,0.0,0.0,9000000.0,20000000.0,25000000.0,0.0,0.0,16,1034,52272.72727272727,0.29411764705882354,North America,AI & Automation,0.0,0.0
Galantos Pharma, Biotechnology ,5700000.0,operating,DEU,Mainz,1.0,2005-01-01,2005-Q1,2010-05-10,2010-05-10,0.0,5700000.0,0.0,0.0,0.0,0.0,5700000.0,0.0,0.0,20,0,inf,0.047619047619047616,Europe,Health & Biotech,0.0,0.0
Galaxy Diagnostics, Biotechnology ,550814.0,operating,USA,Durham,1.0,2009-01-01,2009-Q1,2014-08-19,2014-08-19,0.0,550814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Health & Biotech,0.0,0.0
Galaxy Digital, Software ,249990.0,operating,USA,Asheville,1.0,2009-01-01,2009-Q1,2011-08-12,2011-08-12,0.0,249990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Software & IT,0.0,0.0
Galenea, Biotechnology ,13500000.0,operating,USA,Cambridge,3.0,2004-01-01,2004-Q1,2010-10-14,2012-09-06,0.0,6000000.0,0.0,7500000.0,0.0,0.0,0.0,0.0,0.0,21,693,19480.51948051948,0.13636363636363635,North America,Health & Biotech,0.0,0.0
Galera Therapeutics, Biotechnology ,16910000.0,operating,USA,Malvern,4.0,2009-01-01,2009-Q1,2011-01-01,2014-08-07,0.0,15700000.0,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,16,1314,12869.10197869102,0.23529411764705882,North America,Health & Biotech,1210000.0,0.0
Galil Medical, Health Care ,52000000.0,operating,USA,Saint Paul,1.0,1996-01-01,1996-Q1,2006-12-11,2006-12-11,0.0,52000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,inf,0.03333333333333333,North America,Health & Biotech,0.0,0.0
GamaMabs Pharma, Biotechnology ,3988460.0,operating,FRA,Toulouse,1.0,2013-01-01,2013-Q1,2013-09-30,2013-09-30,0.0,3988460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,inf,0.07692307692307693,Europe,Health & Biotech,0.0,0.0
Game Blisters, Consumer Electronics ,2000000.0,operating,USA,Diamond Bar,1.0,2007-04-01,2007-Q2,2014-05-21,2014-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,inf,0.05263157894736842,North America,Hardware & Electronics,0.0,0.0
Game Craft, Software ,29651.0,operating,BGR,Sofia,2.0,2011-12-15,2011-Q4,2011-11-29,2012-05-14,29651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,167,177.55089820359282,0.13333333333333333,Other,Software & IT,0.0,0.0
GameAccount Network, Software ,33638582.0,operating,GBR,London,1.0,2002-01-01,2002-Q1,2013-11-20,2013-11-20,0.0,33638582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,inf,0.041666666666666664,Europe,Software & IT,0.0,0.0
GamePlan Technologies, Software ,3050000.0,operating,USA,Omaha,2.0,2005-01-01,2005-Q1,2006-04-25,2013-10-16,0.0,3050000.0,0.0,0.0,2500000.0,550000.0,0.0,0.0,0.0,20,2731,1116.807030391798,0.09523809523809523,North America,Software & IT,0.0,0.0
GameSalad, Software ,7100000.0,operating,USA,San Francisco,4.0,2007-08-27,2007-Q3,2010-07-14,2012-03-09,0.0,7100000.0,0.0,0.0,7100000.0,0.0,0.0,0.0,0.0,18,604,11754.966887417218,0.21052631578947367,North America,Software & IT,0.0,0.0
Gamida Cell, Biotechnology ,30040109.0,operating,ISR,Jerusalem,3.0,1998-01-01,1998-Q1,2006-09-27,2014-01-15,0.0,30040109.0,0.0,0.0,0.0,0.0,0.0,16000000.0,10000000.0,27,2667,11263.63292088489,0.10714285714285714,Asia,Health & Biotech,0.0,0.0
Gamma 2 Robotics, Security ,50000.0,operating,USA,Denver,1.0,2012-08-01,2012-Q3,2014-03-03,2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,North America,Other,50000.0,0.0
Gamma Basics, Medical ,125000.0,operating,USA,Wayne,1.0,2009-01-01,2009-Q1,2011-02-01,2011-02-01,0.0,0.0,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,inf,0.058823529411764705,North America,Health & Biotech,0.0,0.0
Gamma Enterprise Technologies, Software ,6200000.0,acquired,USA,Woodland Hills,1.0,1991-01-01,1991-Q1,2005-02-01,2005-02-01,0.0,6200000.0,0.0,0.0,6200000.0,0.0,0.0,0.0,0.0,34,0,inf,0.02857142857142857,North America,Software & IT,0.0,0.0
Gamma Medica, Biotechnology ,34000000.0,operating,USA,Salem,3.0,1997-01-01,1997-Q1,2013-07-16,2014-10-22,0.0,27500000.0,0.0,0.0,16000000.0,11500000.0,0.0,0.0,0.0,28,463,73434.1252699784,0.10344827586206896,North America,Health & Biotech,6500000.0,0.0
Gamzoo Media, Internet ,250000.0,operating,USA,Southfield,1.0,2014-02-01,2014-Q1,2014-03-01,2014-03-01,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,inf,0.08333333333333333,North America,Software & IT,0.0,0.0
Gan & Lee Pharmaceutical, Biotechnology ,46462082.0,operating,CHN,Beijing,2.0,1998-01-01,1998-Q1,2010-05-01,2011-05-01,0.0,46462082.0,0.0,0.0,16236400.0,30225682.0,0.0,0.0,0.0,27,365,127293.37534246575,0.07142857142857142,Asia,Health & Biotech,0.0,0.0
Ganji, Internet ,290000000.0,operating,CHN,Beijing,3.0,2005-01-01,2005-Q1,2010-05-01,2014-08-18,0.0,290000000.0,0.0,0.0,20000000.0,0.0,70000000.0,0.0,200000000.0,20,1570,184713.37579617836,0.14285714285714285,Asia,Software & IT,0.0,0.0
GANTEC, Biotechnology ,777338.0,operating,USA,Midland,1.0,2005-01-01,2005-Q1,2012-05-10,2012-05-10,777338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,inf,0.047619047619047616,North America,Health & Biotech,0.0,0.0
Ganymed Pharmaceuticals, Biotechnology ,57897000.0,operating,DEU,Mainz,1.0,2001-01-01,2001-Q1,2013-11-18,2013-11-18,0.0,57897000.0,0.0,0.0,0.0,0.0,0.0,0.0,57897000.0,24,0,inf,0.04,Europe,Health & Biotech,0.0,0.0
GAP Miners, Software ,500000.0,operating,IND,Hyderabad,1.0,2008-02-01,2008-Q1,2008-01-01,2008-01-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,inf,0.05555555555555555,Asia,Software & IT,0.0,0.0
Gappless, Software ,2000000.0,operating,NLD,Halfweg,1.0,2012-01-01,2012-Q1,2013-11-01,2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,inf,0.07142857142857142,Europe,Software & IT,0.0,0.0
Garlik, Internet ,24690000.0,acquired,GBR,Richmond,4.0,2005-01-01,2005-Q1,2006-04-24,2009-04-23,0.0,24690000.0,0.0,0.0,5400000.0,11950000.0,2340000.0,0.0,0.0,20,1095,22547.945205479453,0.19047619047619047,Europe,Software & IT,0.0,0.0
